start_time,hour,day,week,month,year,weekday
2018-11-15T08:20:57.796-02:00,8,15,46,11,2018,5
2018-11-15T08:31:27.796-02:00,8,15,46,11,2018,5
2018-11-15T15:56:18.796-02:00,15,15,46,11,2018,5
2018-11-21T08:13:42.796-02:00,8,21,47,11,2018,4
2018-11-21T18:52:36.796-02:00,18,21,47,11,2018,4
2018-11-14T07:03:01.796-02:00,7,14,46,11,2018,4
2018-11-27T22:09:38.796-02:00,22,27,48,11,2018,3
2018-11-28T07:43:14.796-02:00,7,28,48,11,2018,4
2018-11-28T17:06:42.796-02:00,17,28,48,11,2018,4
2018-11-28T20:51:07.796-02:00,20,28,48,11,2018,4
2018-11-30T16:36:25.796-02:00,16,30,48,11,2018,6
2018-11-16T16:45:24.796-02:00,16,16,46,11,2018,6
2018-11-20T15:18:31.796-02:00,15,20,47,11,2018,3
2018-11-29T13:36:32.796-02:00,13,29,48,11,2018,5
2018-11-19T06:45:14.796-02:00,6,19,47,11,2018,2
2018-11-27T16:15:15.796-02:00,16,27,48,11,2018,3
2018-11-09T13:30:42.796-02:00,13,9,45,11,2018,6
2018-11-26T12:04:58.796-02:00,12,26,48,11,2018,2
2018-11-08T07:40:10.796-02:00,7,8,45,11,2018,5
2018-11-08T07:45:43.796-02:00,7,8,45,11,2018,5
2018-11-12T15:21:40.796-02:00,15,12,46,11,2018,2
2018-11-12T20:41:56.796-02:00,20,12,46,11,2018,2
2018-11-07T12:26:15.796-02:00,12,7,45,11,2018,4
2018-11-07T13:56:48.796-02:00,13,7,45,11,2018,4
2018-11-06T15:46:32.796-02:00,15,6,45,11,2018,3
2018-11-02T10:14:59.796-03:00,10,2,44,11,2018,6
2018-11-02T10:38:24.796-03:00,10,2,44,11,2018,6
2018-11-02T13:12:33.796-03:00,13,2,44,11,2018,6
2018-11-18T16:55:31.796-02:00,16,18,46,11,2018,1
2018-11-18T18:01:21.796-02:00,18,18,46,11,2018,1
2018-11-11T08:40:14.796-02:00,8,11,45,11,2018,1
2018-11-11T19:13:48.796-02:00,19,11,45,11,2018,1
