start_time,hour,day,week,month,year,weekday
2018-11-15T13:16:39.796-02:00,13,15,46,11,2018,5
2018-11-15T16:48:33.796-02:00,16,15,46,11,2018,5
2018-11-21T06:53:30.796-02:00,6,21,47,11,2018,4
2018-11-21T07:19:24.796-02:00,7,21,47,11,2018,4
2018-11-14T09:13:26.796-02:00,9,14,46,11,2018,4
2018-11-14T14:42:10.796-02:00,14,14,46,11,2018,4
2018-11-28T06:02:32.796-02:00,6,28,48,11,2018,4
2018-11-28T12:27:54.796-02:00,12,28,48,11,2018,4
2018-11-28T13:31:28.796-02:00,13,28,48,11,2018,4
2018-11-28T20:21:24.796-02:00,20,28,48,11,2018,4
2018-11-28T21:28:50.796-02:00,21,28,48,11,2018,4
2018-11-13T07:29:08.796-02:00,7,13,46,11,2018,3
2018-11-13T12:40:01.796-02:00,12,13,46,11,2018,3
2018-11-13T17:23:50.796-02:00,17,13,46,11,2018,3
2018-11-30T13:17:07.796-02:00,13,30,48,11,2018,6
2018-11-19T22:30:37.796-02:00,22,19,47,11,2018,2
2018-11-24T03:08:52.796-02:00,3,24,47,11,2018,7
2018-11-24T10:36:21.796-02:00,10,24,47,11,2018,7
2018-11-29T14:38:29.796-02:00,14,29,48,11,2018,5
2018-11-29T15:35:29.796-02:00,15,29,48,11,2018,5
2018-11-29T16:03:38.796-02:00,16,29,48,11,2018,5
2018-11-29T16:50:54.796-02:00,16,29,48,11,2018,5
2018-11-19T01:58:05.796-02:00,1,19,47,11,2018,2
2018-11-27T16:39:36.796-02:00,16,27,48,11,2018,3
2018-11-27T18:55:21.796-02:00,18,27,48,11,2018,3
2018-11-27T21:51:36.796-02:00,21,27,48,11,2018,3
2018-11-23T13:15:13.796-02:00,13,23,47,11,2018,6
2018-11-23T14:26:02.796-02:00,14,23,47,11,2018,6
2018-11-23T14:54:33.796-02:00,14,23,47,11,2018,6
2018-11-09T18:52:51.796-02:00,18,9,45,11,2018,6
2018-11-26T11:28:42.796-02:00,11,26,48,11,2018,2
2018-11-08T04:23:19.796-02:00,4,8,45,11,2018,5
2018-11-08T04:27:12.796-02:00,4,8,45,11,2018,5
2018-11-08T19:48:28.796-02:00,19,8,45,11,2018,5
2018-11-12T14:06:58.796-02:00,14,12,46,11,2018,2
2018-11-12T15:35:03.796-02:00,15,12,46,11,2018,2
2018-11-12T17:09:22.796-02:00,17,12,46,11,2018,2
2018-11-07T16:15:15.796-02:00,16,7,45,11,2018,4
2018-11-07T16:34:32.796-02:00,16,7,45,11,2018,4
2018-11-04T08:48:12.796-02:00,8,4,44,11,2018,1
2018-11-06T03:15:33.796-02:00,3,6,45,11,2018,3
2018-11-17T13:22:34.796-02:00,13,17,46,11,2018,7
2018-11-17T14:07:03.796-02:00,14,17,46,11,2018,7
2018-11-22T10:17:34.796-02:00,10,22,47,11,2018,5
2018-11-25T00:35:47.796-02:00,0,25,47,11,2018,1
