start_time,hour,day,week,month,year,weekday
2018-11-15T16:48:45.796-02:00,16,15,46,11,2018,5
2018-11-21T03:13:41.796-02:00,3,21,47,11,2018,4
2018-11-21T04:21:04.796-02:00,4,21,47,11,2018,4
2018-11-21T08:10:32.796-02:00,8,21,47,11,2018,4
2018-11-14T03:45:26.796-02:00,3,14,46,11,2018,4
2018-11-28T05:52:27.796-02:00,5,28,48,11,2018,4
2018-11-28T19:17:07.796-02:00,19,28,48,11,2018,4
2018-11-05T07:42:26.796-02:00,7,5,45,11,2018,2
2018-11-05T10:37:24.796-02:00,10,5,45,11,2018,2
2018-11-05T12:43:00.796-02:00,12,5,45,11,2018,2
2018-11-05T16:18:27.796-02:00,16,5,45,11,2018,2
2018-11-13T14:36:39.796-02:00,14,13,46,11,2018,3
2018-11-13T18:19:14.796-02:00,18,13,46,11,2018,3
2018-11-30T08:56:25.796-02:00,8,30,48,11,2018,6
2018-11-16T15:09:56.796-02:00,15,16,46,11,2018,6
2018-11-19T23:38:34.796-02:00,23,19,47,11,2018,2
2018-11-20T05:11:14.796-02:00,5,20,47,11,2018,3
2018-11-24T03:25:08.796-02:00,3,24,47,11,2018,7
2018-11-24T17:04:35.796-02:00,17,24,47,11,2018,7
2018-11-19T13:00:33.796-02:00,13,19,47,11,2018,2
2018-11-27T11:37:06.796-02:00,11,27,48,11,2018,3
2018-11-23T08:57:19.796-02:00,8,23,47,11,2018,6
2018-11-23T10:52:33.796-02:00,10,23,47,11,2018,6
2018-11-26T06:07:59.796-02:00,6,26,48,11,2018,2
2018-11-26T12:23:12.796-02:00,12,26,48,11,2018,2
2018-11-26T13:09:14.796-02:00,13,26,48,11,2018,2
2018-11-12T14:20:22.796-02:00,14,12,46,11,2018,2
2018-11-12T17:08:56.796-02:00,17,12,46,11,2018,2
2018-11-07T18:58:08.796-02:00,18,7,45,11,2018,4
2018-11-02T10:10:43.796-03:00,10,2,44,11,2018,6
2018-11-18T08:18:11.796-02:00,8,18,46,11,2018,1
2018-11-17T13:10:54.796-02:00,13,17,46,11,2018,7
2018-11-17T15:31:36.796-02:00,15,17,46,11,2018,7
2018-11-17T20:56:43.796-02:00,20,17,46,11,2018,7
2018-11-03T15:19:10.796-03:00,15,3,44,11,2018,7
2018-11-25T15:29:05.796-02:00,15,25,47,11,2018,1
