start_time,hour,day,week,month,year,weekday
2018-11-15T10:44:06.796-02:00,10,15,46,11,2018,5
2018-11-15T15:33:22.796-02:00,15,15,46,11,2018,5
2018-11-21T12:04:07.796-02:00,12,21,47,11,2018,4
2018-11-21T13:33:44.796-02:00,13,21,47,11,2018,4
2018-11-21T15:41:13.796-02:00,15,21,47,11,2018,4
2018-11-14T03:34:59.796-02:00,3,14,46,11,2018,4
2018-11-14T10:56:28.796-02:00,10,14,46,11,2018,4
2018-11-14T13:32:08.796-02:00,13,14,46,11,2018,4
2018-11-05T09:27:44.796-02:00,9,5,45,11,2018,2
2018-11-05T10:15:11.796-02:00,10,5,45,11,2018,2
2018-11-13T16:39:37.796-02:00,16,13,46,11,2018,3
2018-11-13T21:43:51.796-02:00,21,13,46,11,2018,3
2018-11-29T23:32:00.796-02:00,23,29,48,11,2018,5
2018-11-30T06:21:57.796-02:00,6,30,48,11,2018,6
2018-11-30T06:26:07.796-02:00,6,30,48,11,2018,6
2018-11-30T12:43:50.796-02:00,12,30,48,11,2018,6
2018-11-30T16:03:19.796-02:00,16,30,48,11,2018,6
2018-11-30T16:29:02.796-02:00,16,30,48,11,2018,6
2018-11-20T01:05:56.796-02:00,1,20,47,11,2018,3
2018-11-20T18:46:38.796-02:00,18,20,47,11,2018,3
2018-11-20T19:54:56.796-02:00,19,20,47,11,2018,3
2018-11-24T15:25:34.796-02:00,15,24,47,11,2018,7
2018-11-29T15:53:45.796-02:00,15,29,48,11,2018,5
2018-11-29T19:42:10.796-02:00,19,29,48,11,2018,5
2018-11-19T21:08:42.796-02:00,21,19,47,11,2018,2
2018-11-23T15:33:00.796-02:00,15,23,47,11,2018,6
2018-11-09T12:53:49.796-02:00,12,9,45,11,2018,6
2018-11-26T04:38:31.796-02:00,4,26,48,11,2018,2
2018-11-26T06:30:57.796-02:00,6,26,48,11,2018,2
2018-11-08T13:49:05.796-02:00,13,8,45,11,2018,5
2018-11-12T13:51:41.796-02:00,13,12,46,11,2018,2
2018-11-04T09:31:42.796-02:00,9,4,44,11,2018,1
2018-11-02T08:39:40.796-03:00,8,2,44,11,2018,6
2018-11-02T10:58:16.796-03:00,10,2,44,11,2018,6
2018-11-18T12:31:53.796-02:00,12,18,46,11,2018,1
2018-11-18T13:04:19.796-02:00,13,18,46,11,2018,1
2018-11-22T10:40:13.796-02:00,10,22,47,11,2018,5
2018-11-10T17:47:29.796-02:00,17,10,45,11,2018,7
2018-11-25T16:36:14.796-02:00,16,25,47,11,2018,1
