start_time,hour,day,week,month,year,weekday
2018-11-15T16:29:45.796-02:00,16,15,46,11,2018,5
2018-11-15T18:46:33.796-02:00,18,15,46,11,2018,5
2018-11-21T00:12:57.796-02:00,0,21,47,11,2018,4
2018-11-21T07:30:58.796-02:00,7,21,47,11,2018,4
2018-11-21T15:40:08.796-02:00,15,21,47,11,2018,4
2018-11-21T18:46:14.796-02:00,18,21,47,11,2018,4
2018-11-13T22:29:22.796-02:00,22,13,46,11,2018,3
2018-11-14T05:25:12.796-02:00,5,14,46,11,2018,4
2018-11-14T15:00:36.796-02:00,15,14,46,11,2018,4
2018-11-28T16:28:39.796-02:00,16,28,48,11,2018,4
2018-11-05T15:34:55.796-02:00,15,5,45,11,2018,2
2018-11-13T15:28:33.796-02:00,15,13,46,11,2018,3
2018-11-13T18:10:27.796-02:00,18,13,46,11,2018,3
2018-11-30T08:18:07.796-02:00,8,30,48,11,2018,6
2018-11-30T11:59:31.796-02:00,11,30,48,11,2018,6
2018-11-16T12:12:11.796-02:00,12,16,46,11,2018,6
2018-11-16T14:44:39.796-02:00,14,16,46,11,2018,6
2018-11-16T15:03:17.796-02:00,15,16,46,11,2018,6
2018-11-16T15:38:49.796-02:00,15,16,46,11,2018,6
2018-11-20T10:48:15.796-02:00,10,20,47,11,2018,3
2018-11-20T12:18:00.796-02:00,12,20,47,11,2018,3
2018-11-20T17:25:31.796-02:00,17,20,47,11,2018,3
2018-11-24T14:38:42.796-02:00,14,24,47,11,2018,7
2018-11-29T12:05:13.796-02:00,12,29,48,11,2018,5
2018-11-29T15:49:47.796-02:00,15,29,48,11,2018,5
2018-11-19T15:41:51.796-02:00,15,19,47,11,2018,2
2018-11-27T18:39:15.796-02:00,18,27,48,11,2018,3
2018-11-27T18:56:51.796-02:00,18,27,48,11,2018,3
2018-11-23T15:13:12.796-02:00,15,23,47,11,2018,6
2018-11-09T13:04:03.796-02:00,13,9,45,11,2018,6
2018-11-09T15:39:34.796-02:00,15,9,45,11,2018,6
2018-11-09T18:17:49.796-02:00,18,9,45,11,2018,6
2018-11-26T05:19:06.796-02:00,5,26,48,11,2018,2
2018-11-26T06:51:24.796-02:00,6,26,48,11,2018,2
2018-11-26T13:40:27.796-02:00,13,26,48,11,2018,2
2018-11-12T12:02:48.796-02:00,12,12,46,11,2018,2
2018-11-12T16:07:25.796-02:00,16,12,46,11,2018,2
2018-11-04T15:11:36.796-02:00,15,4,44,11,2018,1
2018-11-04T16:33:20.796-02:00,16,4,44,11,2018,1
2018-11-02T08:55:37.796-03:00,8,2,44,11,2018,6
2018-11-18T13:24:54.796-02:00,13,18,46,11,2018,1
2018-11-18T15:26:16.796-02:00,15,18,46,11,2018,1
2018-11-18T17:29:36.796-02:00,17,18,46,11,2018,1
2018-11-17T14:01:10.796-02:00,14,17,46,11,2018,7
2018-11-10T06:52:48.796-02:00,6,10,45,11,2018,7
2018-11-10T07:13:21.796-02:00,7,10,45,11,2018,7
