start_time,hour,day,week,month,year,weekday
2018-11-15T10:07:57.796-02:00,10,15,46,11,2018,5
2018-11-15T10:45:43.796-02:00,10,15,46,11,2018,5
2018-11-21T01:35:17.796-02:00,1,21,47,11,2018,4
2018-11-21T06:21:57.796-02:00,6,21,47,11,2018,4
2018-11-21T08:56:46.796-02:00,8,21,47,11,2018,4
2018-11-21T09:01:05.796-02:00,9,21,47,11,2018,4
2018-11-21T17:31:14.796-02:00,17,21,47,11,2018,4
2018-11-14T10:47:16.796-02:00,10,14,46,11,2018,4
2018-11-14T21:38:06.796-02:00,21,14,46,11,2018,4
2018-11-05T15:18:50.796-02:00,15,5,45,11,2018,2
2018-11-13T08:57:25.796-02:00,8,13,46,11,2018,3
2018-11-13T11:40:58.796-02:00,11,13,46,11,2018,3
2018-11-13T12:35:31.796-02:00,12,13,46,11,2018,3
2018-11-30T04:13:23.796-02:00,4,30,48,11,2018,6
2018-11-30T12:45:13.796-02:00,12,30,48,11,2018,6
2018-11-30T13:09:01.796-02:00,13,30,48,11,2018,6
2018-11-16T11:29:35.796-02:00,11,16,46,11,2018,6
2018-11-16T16:36:58.796-02:00,16,16,46,11,2018,6
2018-11-16T21:10:32.796-02:00,21,16,46,11,2018,6
2018-11-20T16:37:26.796-02:00,16,20,47,11,2018,3
2018-11-20T19:47:54.796-02:00,19,20,47,11,2018,3
2018-11-24T01:24:36.796-02:00,1,24,47,11,2018,7
2018-11-24T02:29:50.796-02:00,2,24,47,11,2018,7
2018-11-24T13:39:44.796-02:00,13,24,47,11,2018,7
2018-11-29T00:24:31.796-02:00,0,29,48,11,2018,5
2018-11-29T00:28:05.796-02:00,0,29,48,11,2018,5
2018-11-19T02:56:47.796-02:00,2,19,47,11,2018,2
2018-11-09T12:59:04.796-02:00,12,9,45,11,2018,6
2018-11-09T14:12:06.796-02:00,14,9,45,11,2018,6
2018-11-09T21:24:09.796-02:00,21,9,45,11,2018,6
2018-11-26T12:40:42.796-02:00,12,26,48,11,2018,2
2018-11-26T13:44:42.796-02:00,13,26,48,11,2018,2
2018-11-26T16:34:29.796-02:00,16,26,48,11,2018,2
2018-11-12T14:54:06.796-02:00,14,12,46,11,2018,2
2018-11-12T19:25:09.796-02:00,19,12,46,11,2018,2
2018-11-07T00:56:26.796-02:00,0,7,45,11,2018,4
2018-11-04T14:18:48.796-02:00,14,4,44,11,2018,1
2018-11-02T08:17:10.796-03:00,8,2,44,11,2018,6
2018-11-17T13:25:23.796-02:00,13,17,46,11,2018,7
2018-11-21T23:17:37.796-02:00,23,21,47,11,2018,4
