start_time,hour,day,week,month,year,weekday
2018-11-15T09:09:59.796-02:00,9,15,46,11,2018,5
2018-11-15T09:44:01.796-02:00,9,15,46,11,2018,5
2018-11-15T12:42:17.796-02:00,12,15,46,11,2018,5
2018-11-21T01:39:23.796-02:00,1,21,47,11,2018,4
2018-11-21T18:04:04.796-02:00,18,21,47,11,2018,4
2018-11-14T03:13:29.796-02:00,3,14,46,11,2018,4
2018-11-14T05:39:25.796-02:00,5,14,46,11,2018,4
2018-11-14T08:13:14.796-02:00,8,14,46,11,2018,4
2018-11-14T18:03:53.796-02:00,18,14,46,11,2018,4
2018-11-28T05:35:49.796-02:00,5,28,48,11,2018,4
2018-11-28T14:38:18.796-02:00,14,28,48,11,2018,4
2018-11-05T10:57:39.796-02:00,10,5,45,11,2018,2
2018-11-16T09:31:06.796-02:00,9,16,46,11,2018,6
2018-11-16T09:49:35.796-02:00,9,16,46,11,2018,6
2018-11-20T00:01:28.796-02:00,0,20,47,11,2018,3
2018-11-20T12:58:28.796-02:00,12,20,47,11,2018,3
2018-11-24T09:53:38.796-02:00,9,24,47,11,2018,7
2018-11-24T12:22:54.796-02:00,12,24,47,11,2018,7
2018-11-24T12:39:14.796-02:00,12,24,47,11,2018,7
2018-11-24T15:32:32.796-02:00,15,24,47,11,2018,7
2018-11-29T19:06:03.796-02:00,19,29,48,11,2018,5
2018-11-19T08:11:44.796-02:00,8,19,47,11,2018,2
2018-11-19T11:34:29.796-02:00,11,19,47,11,2018,2
2018-11-27T14:55:47.796-02:00,14,27,48,11,2018,3
2018-11-09T20:32:57.796-02:00,20,9,45,11,2018,6
2018-11-04T11:45:45.796-02:00,11,4,44,11,2018,1
2018-11-02T13:32:51.796-03:00,13,2,44,11,2018,6
2018-11-18T16:44:19.796-02:00,16,18,46,11,2018,1
2018-11-10T05:43:34.796-02:00,5,10,45,11,2018,7
