start_time,hour,day,week,month,year,weekday
2018-11-15T12:38:53.796-02:00,12,15,46,11,2018,5
2018-11-15T18:12:25.796-02:00,18,15,46,11,2018,5
2018-11-21T01:31:42.796-02:00,1,21,47,11,2018,4
2018-11-21T01:34:27.796-02:00,1,21,47,11,2018,4
2018-11-14T05:29:17.796-02:00,5,14,46,11,2018,4
2018-11-28T08:02:41.796-02:00,8,28,48,11,2018,4
2018-11-28T11:23:30.796-02:00,11,28,48,11,2018,4
2018-11-28T14:41:30.796-02:00,14,28,48,11,2018,4
2018-11-05T10:29:53.796-02:00,10,5,45,11,2018,2
2018-11-05T13:53:54.796-02:00,13,5,45,11,2018,2
2018-11-13T13:22:56.796-02:00,13,13,46,11,2018,3
2018-11-16T03:32:24.796-02:00,3,16,46,11,2018,6
2018-11-16T15:24:54.796-02:00,15,16,46,11,2018,6
2018-11-20T01:02:19.796-02:00,1,20,47,11,2018,3
2018-11-20T09:50:04.796-02:00,9,20,47,11,2018,3
2018-11-20T13:59:06.796-02:00,13,20,47,11,2018,3
2018-11-24T02:46:09.796-02:00,2,24,47,11,2018,7
2018-11-29T02:55:55.796-02:00,2,29,48,11,2018,5
2018-11-27T15:09:03.796-02:00,15,27,48,11,2018,3
2018-11-27T17:02:22.796-02:00,17,27,48,11,2018,3
2018-11-23T10:05:04.796-02:00,10,23,47,11,2018,6
2018-11-23T15:01:40.796-02:00,15,23,47,11,2018,6
2018-11-07T07:41:23.796-02:00,7,7,45,11,2018,4
2018-11-07T15:43:59.796-02:00,15,7,45,11,2018,4
2018-11-04T07:31:27.796-02:00,7,4,44,11,2018,1
2018-11-17T13:54:10.796-02:00,13,17,46,11,2018,7
2018-11-11T08:12:00.796-02:00,8,11,45,11,2018,1
2018-11-11T14:05:35.796-02:00,14,11,45,11,2018,1
