start_time,hour,day,week,month,year,weekday
2018-11-15T08:28:14.796-02:00,8,15,46,11,2018,5
2018-11-15T20:48:46.796-02:00,20,15,46,11,2018,5
2018-11-21T02:05:27.796-02:00,2,21,47,11,2018,4
2018-11-21T11:40:56.796-02:00,11,21,47,11,2018,4
2018-11-21T12:13:03.796-02:00,12,21,47,11,2018,4
2018-11-21T17:00:45.796-02:00,17,21,47,11,2018,4
2018-11-14T10:04:21.796-02:00,10,14,46,11,2018,4
2018-11-28T11:32:42.796-02:00,11,28,48,11,2018,4
2018-11-28T21:08:41.796-02:00,21,28,48,11,2018,4
2018-11-13T15:47:05.796-02:00,15,13,46,11,2018,3
2018-11-13T21:03:14.796-02:00,21,13,46,11,2018,3
2018-11-30T11:31:28.796-02:00,11,30,48,11,2018,6
2018-11-16T09:44:55.796-02:00,9,16,46,11,2018,6
2018-11-16T16:08:08.796-02:00,16,16,46,11,2018,6
2018-11-16T21:59:08.796-02:00,21,16,46,11,2018,6
2018-11-20T05:01:13.796-02:00,5,20,47,11,2018,3
2018-11-20T07:59:38.796-02:00,7,20,47,11,2018,3
2018-11-29T19:34:28.796-02:00,19,29,48,11,2018,5
2018-11-29T21:18:35.796-02:00,21,29,48,11,2018,5
2018-11-19T20:50:07.796-02:00,20,19,47,11,2018,2
2018-11-22T22:20:45.796-02:00,22,22,47,11,2018,5
2018-11-23T14:30:59.796-02:00,14,23,47,11,2018,6
2018-11-23T14:41:23.796-02:00,14,23,47,11,2018,6
2018-11-09T12:36:31.796-02:00,12,9,45,11,2018,6
2018-11-09T12:50:33.796-02:00,12,9,45,11,2018,6
2018-11-09T21:16:32.796-02:00,21,9,45,11,2018,6
2018-11-26T11:43:20.796-02:00,11,26,48,11,2018,2
2018-11-12T16:35:09.796-02:00,16,12,46,11,2018,2
2018-11-04T05:45:24.796-02:00,5,4,44,11,2018,1
2018-11-04T17:14:35.796-02:00,17,4,44,11,2018,1
2018-11-01T23:42:48.796-03:00,23,1,44,11,2018,5
2018-11-02T06:13:37.796-03:00,6,2,44,11,2018,6
2018-11-18T12:35:01.796-02:00,12,18,46,11,2018,1
2018-11-18T16:50:23.796-02:00,16,18,46,11,2018,1
2018-11-17T14:42:29.796-02:00,14,17,46,11,2018,7
2018-11-03T13:21:41.796-03:00,13,3,44,11,2018,7
2018-11-22T01:10:17.796-02:00,1,22,47,11,2018,5
