start_time,hour,day,week,month,year,weekday
2018-11-15T14:08:16.796-02:00,14,15,46,11,2018,5
2018-11-15T20:17:10.796-02:00,20,15,46,11,2018,5
2018-11-21T00:01:44.796-02:00,0,21,47,11,2018,4
2018-11-21T19:11:41.796-02:00,19,21,47,11,2018,4
2018-11-21T19:45:29.796-02:00,19,21,47,11,2018,4
2018-11-21T20:09:04.796-02:00,20,21,47,11,2018,4
2018-11-14T03:53:23.796-02:00,3,14,46,11,2018,4
2018-11-14T10:14:46.796-02:00,10,14,46,11,2018,4
2018-11-14T15:27:22.796-02:00,15,14,46,11,2018,4
2018-11-14T18:36:44.796-02:00,18,14,46,11,2018,4
2018-11-28T10:18:33.796-02:00,10,28,48,11,2018,4
2018-11-28T16:27:23.796-02:00,16,28,48,11,2018,4
2018-11-28T20:46:07.796-02:00,20,28,48,11,2018,4
2018-11-28T21:15:55.796-02:00,21,28,48,11,2018,4
2018-11-05T06:54:35.796-02:00,6,5,45,11,2018,2
2018-11-05T14:44:38.796-02:00,14,5,45,11,2018,2
2018-11-05T14:51:00.796-02:00,14,5,45,11,2018,2
2018-11-13T12:03:09.796-02:00,12,13,46,11,2018,3
2018-11-13T15:05:34.796-02:00,15,13,46,11,2018,3
2018-11-13T15:48:31.796-02:00,15,13,46,11,2018,3
2018-11-30T05:15:24.796-02:00,5,30,48,11,2018,6
2018-11-30T12:31:15.796-02:00,12,30,48,11,2018,6
2018-11-30T13:14:35.796-02:00,13,30,48,11,2018,6
2018-11-30T13:46:15.796-02:00,13,30,48,11,2018,6
2018-11-30T16:35:19.796-02:00,16,30,48,11,2018,6
2018-11-16T11:52:39.796-02:00,11,16,46,11,2018,6
2018-11-16T14:47:27.796-02:00,14,16,46,11,2018,6
2018-11-16T21:13:27.796-02:00,21,16,46,11,2018,6
2018-11-19T22:04:48.796-02:00,22,19,47,11,2018,2
2018-11-29T14:34:03.796-02:00,14,29,48,11,2018,5
2018-11-29T15:19:26.796-02:00,15,29,48,11,2018,5
2018-11-29T16:11:00.796-02:00,16,29,48,11,2018,5
2018-11-29T16:46:10.796-02:00,16,29,48,11,2018,5
2018-11-29T19:06:35.796-02:00,19,29,48,11,2018,5
2018-11-29T20:27:31.796-02:00,20,29,48,11,2018,5
2018-11-19T05:29:36.796-02:00,5,19,47,11,2018,2
2018-11-19T12:09:20.796-02:00,12,19,47,11,2018,2
2018-11-19T20:19:44.796-02:00,20,19,47,11,2018,2
2018-11-27T07:53:14.796-02:00,7,27,48,11,2018,3
2018-11-27T19:30:47.796-02:00,19,27,48,11,2018,3
2018-11-09T14:46:04.796-02:00,14,9,45,11,2018,6
2018-11-09T16:25:26.796-02:00,16,9,45,11,2018,6
2018-11-26T12:15:27.796-02:00,12,26,48,11,2018,2
2018-11-08T08:40:23.796-02:00,8,8,45,11,2018,5
2018-11-12T16:40:12.796-02:00,16,12,46,11,2018,2
2018-11-07T14:04:54.796-02:00,14,7,45,11,2018,4
2018-11-07T14:49:58.796-02:00,14,7,45,11,2018,4
2018-11-06T04:05:51.796-02:00,4,6,45,11,2018,3
2018-11-02T13:24:54.796-03:00,13,2,44,11,2018,6
2018-11-18T15:37:08.796-02:00,15,18,46,11,2018,1
2018-11-22T09:18:28.796-02:00,9,22,47,11,2018,5
