start_time,hour,day,week,month,year,weekday
2018-11-14T17:18:13.796-02:00,17,14,46,11,2018,4
2018-11-28T21:21:59.796-02:00,21,28,48,11,2018,4
2018-11-05T02:36:38.796-02:00,2,5,45,11,2018,2
2018-11-05T09:08:56.796-02:00,9,5,45,11,2018,2
2018-11-05T14:44:24.796-02:00,14,5,45,11,2018,2
2018-11-05T15:43:23.796-02:00,15,5,45,11,2018,2
2018-11-16T06:20:17.796-02:00,6,16,46,11,2018,6
2018-11-16T13:53:51.796-02:00,13,16,46,11,2018,6
2018-11-20T02:26:39.796-02:00,2,20,47,11,2018,3
2018-11-20T11:20:37.796-02:00,11,20,47,11,2018,3
2018-11-20T18:53:05.796-02:00,18,20,47,11,2018,3
2018-11-29T14:19:30.796-02:00,14,29,48,11,2018,5
2018-11-19T05:58:41.796-02:00,5,19,47,11,2018,2
2018-11-27T17:45:50.796-02:00,17,27,48,11,2018,3
2018-11-23T16:03:13.796-02:00,16,23,47,11,2018,6
2018-11-08T06:54:18.796-02:00,6,8,45,11,2018,5
2018-11-07T12:30:35.796-02:00,12,7,45,11,2018,4
2018-11-07T13:44:19.796-02:00,13,7,45,11,2018,4
2018-11-02T08:52:19.796-03:00,8,2,44,11,2018,6
2018-11-17T02:53:03.796-02:00,2,17,46,11,2018,7
2018-11-10T07:40:07.796-02:00,7,10,45,11,2018,7
