start_time,hour,day,week,month,year,weekday
2018-11-02T22:05:50.796-03:00,22,2,44,11,2018,6
2018-11-02T22:08:36.796-03:00,22,2,44,11,2018,6
2018-11-02T22:12:26.796-03:00,22,2,44,11,2018,6
2018-11-02T22:16:15.796-03:00,22,2,44,11,2018,6
2018-11-03T11:17:50.796-03:00,11,3,44,11,2018,7
2018-11-03T12:11:20.796-03:00,12,3,44,11,2018,7
2018-11-03T12:36:08.796-03:00,12,3,44,11,2018,7
2018-11-03T12:52:36.796-03:00,12,3,44,11,2018,7
2018-11-03T12:54:48.796-03:00,12,3,44,11,2018,7
2018-11-03T12:59:38.796-03:00,12,3,44,11,2018,7
2018-11-03T13:04:36.796-03:00,13,3,44,11,2018,7
2018-11-03T13:07:39.796-03:00,13,3,44,11,2018,7
2018-11-03T13:10:32.796-03:00,13,3,44,11,2018,7
2018-11-03T13:14:50.796-03:00,13,3,44,11,2018,7
2018-11-03T13:21:41.796-03:00,13,3,44,11,2018,7
2018-11-03T13:24:53.796-03:00,13,3,44,11,2018,7
2018-11-03T13:29:46.796-03:00,13,3,44,11,2018,7
2018-11-03T13:34:03.796-03:00,13,3,44,11,2018,7
2018-11-03T13:36:15.796-03:00,13,3,44,11,2018,7
2018-11-03T13:39:49.796-03:00,13,3,44,11,2018,7
2018-11-03T13:45:01.796-03:00,13,3,44,11,2018,7
2018-11-03T13:47:03.796-03:00,13,3,44,11,2018,7
2018-11-03T13:50:42.796-03:00,13,3,44,11,2018,7
2018-11-03T13:53:35.796-03:00,13,3,44,11,2018,7
2018-11-03T13:54:02.796-03:00,13,3,44,11,2018,7
2018-11-03T13:58:02.796-03:00,13,3,44,11,2018,7
2018-11-03T13:58:43.796-03:00,13,3,44,11,2018,7
2018-11-03T14:02:24.796-03:00,14,3,44,11,2018,7
2018-11-03T14:02:52.796-03:00,14,3,44,11,2018,7
2018-11-03T14:05:39.796-03:00,14,3,44,11,2018,7
2018-11-03T14:06:28.796-03:00,14,3,44,11,2018,7
2018-11-03T14:09:52.796-03:00,14,3,44,11,2018,7
2018-11-03T14:10:11.796-03:00,14,3,44,11,2018,7
2018-11-03T14:13:58.796-03:00,14,3,44,11,2018,7
2018-11-03T14:15:29.796-03:00,14,3,44,11,2018,7
2018-11-03T14:17:26.796-03:00,14,3,44,11,2018,7
2018-11-03T14:19:54.796-03:00,14,3,44,11,2018,7
2018-11-03T14:20:58.796-03:00,14,3,44,11,2018,7
2018-11-03T14:23:37.796-03:00,14,3,44,11,2018,7
2018-11-03T14:25:40.796-03:00,14,3,44,11,2018,7
2018-11-03T14:26:49.796-03:00,14,3,44,11,2018,7
