start_time,hour,day,week,month,year,weekday
2018-11-14T22:41:21.796-02:00,22,14,46,11,2018,4
2018-11-15T12:12:30.796-02:00,12,15,46,11,2018,5
2018-11-15T15:49:22.796-02:00,15,15,46,11,2018,5
2018-11-15T17:01:55.796-02:00,17,15,46,11,2018,5
2018-11-21T21:06:36.796-02:00,21,21,47,11,2018,4
2018-11-14T04:03:05.796-02:00,4,14,46,11,2018,4
2018-11-28T08:03:28.796-02:00,8,28,48,11,2018,4
2018-11-28T12:41:59.796-02:00,12,28,48,11,2018,4
2018-11-28T21:00:59.796-02:00,21,28,48,11,2018,4
2018-11-13T16:38:03.796-02:00,16,13,46,11,2018,3
2018-11-13T18:18:23.796-02:00,18,13,46,11,2018,3
2018-11-30T03:06:32.796-02:00,3,30,48,11,2018,6
2018-11-16T10:37:58.796-02:00,10,16,46,11,2018,6
2018-11-16T19:12:07.796-02:00,19,16,46,11,2018,6
2018-11-20T08:13:06.796-02:00,8,20,47,11,2018,3
2018-11-29T13:49:38.796-02:00,13,29,48,11,2018,5
2018-11-29T14:54:41.796-02:00,14,29,48,11,2018,5
2018-11-19T09:01:55.796-02:00,9,19,47,11,2018,2
2018-11-19T13:58:21.796-02:00,13,19,47,11,2018,2
2018-11-22T22:25:11.796-02:00,22,22,47,11,2018,5
2018-11-22T22:45:07.796-02:00,22,22,47,11,2018,5
2018-11-23T04:28:16.796-02:00,4,23,47,11,2018,6
2018-11-23T05:34:02.796-02:00,5,23,47,11,2018,6
2018-11-26T06:46:04.796-02:00,6,26,48,11,2018,2
2018-11-26T10:04:07.796-02:00,10,26,48,11,2018,2
2018-11-12T19:22:01.796-02:00,19,12,46,11,2018,2
2018-11-04T01:02:20.796-02:00,1,4,44,11,2018,1
2018-11-04T04:34:59.796-02:00,4,4,44,11,2018,1
2018-11-04T09:55:22.796-02:00,9,4,44,11,2018,1
2018-11-04T18:16:20.796-02:00,18,4,44,11,2018,1
2018-11-02T10:19:09.796-03:00,10,2,44,11,2018,6
2018-11-18T11:59:46.796-02:00,11,18,46,11,2018,1
2018-11-18T15:30:24.796-02:00,15,18,46,11,2018,1
