start_time,hour,day,week,month,year,weekday
2018-11-15T07:58:34.796-02:00,7,15,46,11,2018,5
2018-11-15T15:09:53.796-02:00,15,15,46,11,2018,5
2018-11-15T16:11:31.796-02:00,16,15,46,11,2018,5
2018-11-15T20:41:03.796-02:00,20,15,46,11,2018,5
2018-11-21T03:53:24.796-02:00,3,21,47,11,2018,4
2018-11-21T07:40:20.796-02:00,7,21,47,11,2018,4
2018-11-21T18:41:16.796-02:00,18,21,47,11,2018,4
2018-11-14T05:50:44.796-02:00,5,14,46,11,2018,4
2018-11-14T13:37:16.796-02:00,13,14,46,11,2018,4
2018-11-14T13:45:40.796-02:00,13,14,46,11,2018,4
2018-11-28T10:52:49.796-02:00,10,28,48,11,2018,4
2018-11-05T07:52:41.796-02:00,7,5,45,11,2018,2
2018-11-05T13:56:51.796-02:00,13,5,45,11,2018,2
2018-11-05T15:32:57.796-02:00,15,5,45,11,2018,2
2018-11-13T19:09:31.796-02:00,19,13,46,11,2018,3
2018-11-30T08:46:06.796-02:00,8,30,48,11,2018,6
2018-11-16T10:59:04.796-02:00,10,16,46,11,2018,6
2018-11-16T12:06:02.796-02:00,12,16,46,11,2018,6
2018-11-20T05:05:53.796-02:00,5,20,47,11,2018,3
2018-11-24T09:29:49.796-02:00,9,24,47,11,2018,7
2018-11-19T05:40:52.796-02:00,5,19,47,11,2018,2
2018-11-19T07:30:29.796-02:00,7,19,47,11,2018,2
2018-11-19T14:26:36.796-02:00,14,19,47,11,2018,2
2018-11-23T09:22:40.796-02:00,9,23,47,11,2018,6
2018-11-23T18:47:18.796-02:00,18,23,47,11,2018,6
2018-11-09T16:25:28.796-02:00,16,9,45,11,2018,6
2018-11-26T06:22:29.796-02:00,6,26,48,11,2018,2
2018-11-26T16:53:37.796-02:00,16,26,48,11,2018,2
2018-11-07T23:39:40.796-02:00,23,7,45,11,2018,4
2018-11-12T20:29:56.796-02:00,20,12,46,11,2018,2
2018-11-04T07:19:03.796-02:00,7,4,44,11,2018,1
2018-11-04T07:26:09.796-02:00,7,4,44,11,2018,1
2018-11-02T13:51:37.796-03:00,13,2,44,11,2018,6
2018-11-17T20:44:56.796-02:00,20,17,46,11,2018,7
2018-11-22T09:28:22.796-02:00,9,22,47,11,2018,5
2018-11-22T18:27:18.796-02:00,18,22,47,11,2018,5
2018-11-10T12:50:41.796-02:00,12,10,45,11,2018,7
2018-11-11T11:41:22.796-02:00,11,11,45,11,2018,1
