start_time,hour,day,week,month,year,weekday
2018-11-15T19:34:58.796-02:00,19,15,46,11,2018,5
2018-11-21T18:11:57.796-02:00,18,21,47,11,2018,4
2018-11-14T03:11:42.796-02:00,3,14,46,11,2018,4
2018-11-14T08:44:34.796-02:00,8,14,46,11,2018,4
2018-11-28T14:37:38.796-02:00,14,28,48,11,2018,4
2018-11-13T06:05:04.796-02:00,6,13,46,11,2018,3
2018-11-13T08:48:59.796-02:00,8,13,46,11,2018,3
2018-11-13T16:42:47.796-02:00,16,13,46,11,2018,3
2018-11-13T20:42:12.796-02:00,20,13,46,11,2018,3
2018-11-29T23:48:36.796-02:00,23,29,48,11,2018,5
2018-11-30T12:12:16.796-02:00,12,30,48,11,2018,6
2018-11-30T13:57:42.796-02:00,13,30,48,11,2018,6
2018-11-16T12:56:12.796-02:00,12,16,46,11,2018,6
2018-11-16T15:43:08.796-02:00,15,16,46,11,2018,6
2018-11-16T17:16:19.796-02:00,17,16,46,11,2018,6
2018-11-19T22:24:13.796-02:00,22,19,47,11,2018,2
2018-11-20T06:20:51.796-02:00,6,20,47,11,2018,3
2018-11-24T09:19:06.796-02:00,9,24,47,11,2018,7
2018-11-29T02:27:16.796-02:00,2,29,48,11,2018,5
2018-11-29T15:43:21.796-02:00,15,29,48,11,2018,5
2018-11-19T09:05:04.796-02:00,9,19,47,11,2018,2
2018-11-27T20:51:34.796-02:00,20,27,48,11,2018,3
2018-11-23T14:45:50.796-02:00,14,23,47,11,2018,6
2018-11-23T15:42:29.796-02:00,15,23,47,11,2018,6
2018-11-09T14:25:19.796-02:00,14,9,45,11,2018,6
2018-11-26T08:48:59.796-02:00,8,26,48,11,2018,2
2018-11-26T08:52:34.796-02:00,8,26,48,11,2018,2
2018-11-08T05:22:13.796-02:00,5,8,45,11,2018,5
2018-11-08T12:24:55.796-02:00,12,8,45,11,2018,5
2018-11-04T05:40:07.796-02:00,5,4,44,11,2018,1
2018-11-04T18:30:57.796-02:00,18,4,44,11,2018,1
2018-11-17T10:52:31.796-02:00,10,17,46,11,2018,7
2018-11-03T15:10:23.796-03:00,15,3,44,11,2018,7
2018-11-10T14:27:27.796-02:00,14,10,45,11,2018,7
