start_time,hour,day,week,month,year,weekday
2018-11-19T22:00:42.796-02:00,22,19,47,11,2018,2
2018-11-19T22:04:48.796-02:00,22,19,47,11,2018,2
2018-11-19T22:08:51.796-02:00,22,19,47,11,2018,2
2018-11-19T22:13:21.796-02:00,22,19,47,11,2018,2
2018-11-19T22:15:35.796-02:00,22,19,47,11,2018,2
2018-11-19T22:20:14.796-02:00,22,19,47,11,2018,2
2018-11-19T22:24:13.796-02:00,22,19,47,11,2018,2
2018-11-19T22:27:11.796-02:00,22,19,47,11,2018,2
2018-11-19T22:30:37.796-02:00,22,19,47,11,2018,2
2018-11-19T22:32:37.796-02:00,22,19,47,11,2018,2
2018-11-19T22:35:56.796-02:00,22,19,47,11,2018,2
2018-11-19T22:39:54.796-02:00,22,19,47,11,2018,2
2018-11-19T22:43:56.796-02:00,22,19,47,11,2018,2
2018-11-19T22:47:42.796-02:00,22,19,47,11,2018,2
2018-11-19T22:51:41.796-02:00,22,19,47,11,2018,2
2018-11-19T22:55:32.796-02:00,22,19,47,11,2018,2
2018-11-19T22:59:23.796-02:00,22,19,47,11,2018,2
2018-11-19T23:05:08.796-02:00,23,19,47,11,2018,2
2018-11-19T23:08:25.796-02:00,23,19,47,11,2018,2
2018-11-19T23:09:10.796-02:00,23,19,47,11,2018,2
2018-11-19T23:13:01.796-02:00,23,19,47,11,2018,2
2018-11-19T23:17:44.796-02:00,23,19,47,11,2018,2
2018-11-19T23:21:00.796-02:00,23,19,47,11,2018,2
2018-11-19T23:24:48.796-02:00,23,19,47,11,2018,2
2018-11-19T23:29:17.796-02:00,23,19,47,11,2018,2
2018-11-19T23:33:29.796-02:00,23,19,47,11,2018,2
2018-11-19T23:37:02.796-02:00,23,19,47,11,2018,2
2018-11-19T23:38:34.796-02:00,23,19,47,11,2018,2
2018-11-19T23:40:23.796-02:00,23,19,47,11,2018,2
2018-11-19T23:42:33.796-02:00,23,19,47,11,2018,2
2018-11-19T23:43:00.796-02:00,23,19,47,11,2018,2
2018-11-19T23:45:27.796-02:00,23,19,47,11,2018,2
2018-11-19T23:45:30.796-02:00,23,19,47,11,2018,2
2018-11-19T23:46:47.796-02:00,23,19,47,11,2018,2
2018-11-19T23:48:27.796-02:00,23,19,47,11,2018,2
2018-11-19T23:50:04.796-02:00,23,19,47,11,2018,2
2018-11-19T23:51:27.796-02:00,23,19,47,11,2018,2
2018-11-19T23:52:10.796-02:00,23,19,47,11,2018,2
2018-11-19T23:54:59.796-02:00,23,19,47,11,2018,2
2018-11-19T23:55:30.796-02:00,23,19,47,11,2018,2
2018-11-19T23:57:03.796-02:00,23,19,47,11,2018,2
2018-11-19T23:58:02.796-02:00,23,19,47,11,2018,2
2018-11-19T23:58:51.796-02:00,23,19,47,11,2018,2
2018-11-20T00:01:28.796-02:00,0,20,47,11,2018,3
2018-11-20T00:02:00.796-02:00,0,20,47,11,2018,3
2018-11-20T00:05:13.796-02:00,0,20,47,11,2018,3
2018-11-20T00:05:34.796-02:00,0,20,47,11,2018,3
2018-11-20T00:08:58.796-02:00,0,20,47,11,2018,3
2018-11-20T00:15:05.796-02:00,0,20,47,11,2018,3
2018-11-20T00:15:32.796-02:00,0,20,47,11,2018,3
2018-11-20T00:19:12.796-02:00,0,20,47,11,2018,3
2018-11-20T00:19:19.796-02:00,0,20,47,11,2018,3
2018-11-20T00:23:15.796-02:00,0,20,47,11,2018,3
2018-11-20T00:23:44.796-02:00,0,20,47,11,2018,3
2018-11-20T00:26:35.796-02:00,0,20,47,11,2018,3
