start_time,hour,day,week,month,year,weekday
2018-11-15T18:16:04.796-02:00,18,15,46,11,2018,5
2018-11-20T23:20:24.796-02:00,23,20,47,11,2018,3
2018-11-21T11:33:26.796-02:00,11,21,47,11,2018,4
2018-11-21T21:15:20.796-02:00,21,21,47,11,2018,4
2018-11-14T02:51:03.796-02:00,2,14,46,11,2018,4
2018-11-14T09:58:20.796-02:00,9,14,46,11,2018,4
2018-11-04T23:54:02.796-02:00,23,4,44,11,2018,1
2018-11-05T21:49:48.796-02:00,21,5,45,11,2018,2
2018-11-13T06:49:43.796-02:00,6,13,46,11,2018,3
2018-11-13T11:14:01.796-02:00,11,13,46,11,2018,3
2018-11-13T20:46:11.796-02:00,20,13,46,11,2018,3
2018-11-30T03:11:09.796-02:00,3,30,48,11,2018,6
2018-11-30T10:52:50.796-02:00,10,30,48,11,2018,6
2018-11-30T12:15:25.796-02:00,12,30,48,11,2018,6
2018-11-16T10:10:05.796-02:00,10,16,46,11,2018,6
2018-11-20T00:05:13.796-02:00,0,20,47,11,2018,3
2018-11-20T14:21:17.796-02:00,14,20,47,11,2018,3
2018-11-24T10:57:02.796-02:00,10,24,47,11,2018,7
2018-11-29T14:41:37.796-02:00,14,29,48,11,2018,5
2018-11-29T19:17:30.796-02:00,19,29,48,11,2018,5
2018-11-27T18:24:27.796-02:00,18,27,48,11,2018,3
2018-11-23T18:50:30.796-02:00,18,23,47,11,2018,6
2018-11-08T22:20:26.796-02:00,22,8,45,11,2018,5
2018-11-12T14:11:06.796-02:00,14,12,46,11,2018,2
2018-11-12T17:02:58.796-02:00,17,12,46,11,2018,2
2018-11-04T07:34:58.796-02:00,7,4,44,11,2018,1
2018-11-06T19:51:14.796-02:00,19,6,45,11,2018,3
2018-11-17T11:42:17.796-02:00,11,17,46,11,2018,7
