start_time,hour,day,week,month,year,weekday
2018-11-15T07:50:22.796-02:00,7,15,46,11,2018,5
2018-11-15T08:11:00.796-02:00,8,15,46,11,2018,5
2018-11-15T12:54:37.796-02:00,12,15,46,11,2018,5
2018-11-15T14:35:49.796-02:00,14,15,46,11,2018,5
2018-11-20T22:57:58.796-02:00,22,20,47,11,2018,3
2018-11-21T01:42:23.796-02:00,1,21,47,11,2018,4
2018-11-21T12:00:03.796-02:00,12,21,47,11,2018,4
2018-11-21T17:36:35.796-02:00,17,21,47,11,2018,4
2018-11-21T21:51:48.796-02:00,21,21,47,11,2018,4
2018-11-14T04:18:03.796-02:00,4,14,46,11,2018,4
2018-11-14T06:14:44.796-02:00,6,14,46,11,2018,4
2018-11-14T20:46:57.796-02:00,20,14,46,11,2018,4
2018-11-28T18:59:46.796-02:00,18,28,48,11,2018,4
2018-11-13T06:37:51.796-02:00,6,13,46,11,2018,3
2018-11-13T15:09:34.796-02:00,15,13,46,11,2018,3
2018-11-30T02:17:10.796-02:00,2,30,48,11,2018,6
2018-11-30T13:25:59.796-02:00,13,30,48,11,2018,6
2018-11-16T08:12:34.796-02:00,8,16,46,11,2018,6
2018-11-16T08:59:57.796-02:00,8,16,46,11,2018,6
2018-11-16T11:24:38.796-02:00,11,16,46,11,2018,6
2018-11-16T17:12:04.796-02:00,17,16,46,11,2018,6
2018-11-19T23:29:17.796-02:00,23,19,47,11,2018,2
2018-11-24T10:29:29.796-02:00,10,24,47,11,2018,7
2018-11-24T10:29:37.796-02:00,10,24,47,11,2018,7
2018-11-24T11:08:16.796-02:00,11,24,47,11,2018,7
2018-11-19T01:37:40.796-02:00,1,19,47,11,2018,2
2018-11-19T07:36:45.796-02:00,7,19,47,11,2018,2
2018-11-27T15:47:49.796-02:00,15,27,48,11,2018,3
2018-11-27T17:23:29.796-02:00,17,27,48,11,2018,3
2018-11-23T13:52:40.796-02:00,13,23,47,11,2018,6
2018-11-09T13:31:28.796-02:00,13,9,45,11,2018,6
2018-11-09T16:31:05.796-02:00,16,9,45,11,2018,6
2018-11-09T20:50:57.796-02:00,20,9,45,11,2018,6
2018-11-26T01:36:02.796-02:00,1,26,48,11,2018,2
2018-11-08T08:50:45.796-02:00,8,8,45,11,2018,5
2018-11-08T19:45:21.796-02:00,19,8,45,11,2018,5
2018-11-04T11:54:56.796-02:00,11,4,44,11,2018,1
2018-11-06T21:28:50.796-02:00,21,6,45,11,2018,3
2018-11-02T08:43:19.796-03:00,8,2,44,11,2018,6
2018-11-02T11:22:57.796-03:00,11,2,44,11,2018,6
2018-11-02T13:30:54.796-03:00,13,2,44,11,2018,6
2018-11-10T12:33:38.796-02:00,12,10,45,11,2018,7
2018-11-11T16:53:36.796-02:00,16,11,45,11,2018,1
