start_time,hour,day,week,month,year,weekday
2018-11-15T15:19:13.796-02:00,15,15,46,11,2018,5
2018-11-21T10:25:40.796-02:00,10,21,47,11,2018,4
2018-11-21T11:40:39.796-02:00,11,21,47,11,2018,4
2018-11-21T16:34:01.796-02:00,16,21,47,11,2018,4
2018-11-14T06:52:50.796-02:00,6,14,46,11,2018,4
2018-11-28T14:17:54.796-02:00,14,28,48,11,2018,4
2018-11-28T17:18:59.796-02:00,17,28,48,11,2018,4
2018-11-05T09:10:56.796-02:00,9,5,45,11,2018,2
2018-11-05T15:38:19.796-02:00,15,5,45,11,2018,2
2018-11-05T15:40:35.796-02:00,15,5,45,11,2018,2
2018-11-13T07:08:39.796-02:00,7,13,46,11,2018,3
2018-11-13T11:59:17.796-02:00,11,13,46,11,2018,3
2018-11-13T15:43:43.796-02:00,15,13,46,11,2018,3
2018-11-30T01:06:30.796-02:00,1,30,48,11,2018,6
2018-11-30T04:18:28.796-02:00,4,30,48,11,2018,6
2018-11-30T09:20:03.796-02:00,9,30,48,11,2018,6
2018-11-30T14:25:17.796-02:00,14,30,48,11,2018,6
2018-11-16T06:57:28.796-02:00,6,16,46,11,2018,6
2018-11-16T12:17:15.796-02:00,12,16,46,11,2018,6
2018-11-29T15:12:34.796-02:00,15,29,48,11,2018,5
2018-11-29T16:27:24.796-02:00,16,29,48,11,2018,5
2018-11-19T03:40:08.796-02:00,3,19,47,11,2018,2
2018-11-19T07:09:14.796-02:00,7,19,47,11,2018,2
2018-11-19T08:17:03.796-02:00,8,19,47,11,2018,2
2018-11-19T12:05:58.796-02:00,12,19,47,11,2018,2
2018-11-27T19:35:33.796-02:00,19,27,48,11,2018,3
2018-11-27T19:43:44.796-02:00,19,27,48,11,2018,3
2018-11-22T22:11:00.796-02:00,22,22,47,11,2018,5
2018-11-08T22:33:44.796-02:00,22,8,45,11,2018,5
2018-11-26T06:32:17.796-02:00,6,26,48,11,2018,2
2018-11-26T13:13:04.796-02:00,13,26,48,11,2018,2
2018-11-08T07:32:10.796-02:00,7,8,45,11,2018,5
2018-11-06T23:46:23.796-02:00,23,6,45,11,2018,3
2018-11-17T21:25:48.796-02:00,21,17,46,11,2018,7
2018-11-22T09:52:14.796-02:00,9,22,47,11,2018,5
2018-11-11T12:33:53.796-02:00,12,11,45,11,2018,1
2018-11-11T12:51:55.796-02:00,12,11,45,11,2018,1
