start_time,hour,day,week,month,year,weekday
2018-11-15T09:21:26.796-02:00,9,15,46,11,2018,5
2018-11-21T08:12:32.796-02:00,8,21,47,11,2018,4
2018-11-21T08:15:35.796-02:00,8,21,47,11,2018,4
2018-11-21T08:17:03.796-02:00,8,21,47,11,2018,4
2018-11-14T06:42:49.796-02:00,6,14,46,11,2018,4
2018-11-14T10:36:49.796-02:00,10,14,46,11,2018,4
2018-11-14T15:52:31.796-02:00,15,14,46,11,2018,4
2018-11-28T09:30:42.796-02:00,9,28,48,11,2018,4
2018-11-05T14:04:05.796-02:00,14,5,45,11,2018,2
2018-11-05T16:36:22.796-02:00,16,5,45,11,2018,2
2018-11-13T15:02:29.796-02:00,15,13,46,11,2018,3
2018-11-16T07:20:41.796-02:00,7,16,46,11,2018,6
2018-11-20T13:07:31.796-02:00,13,20,47,11,2018,3
2018-11-20T13:26:16.796-02:00,13,20,47,11,2018,3
2018-11-24T14:44:14.796-02:00,14,24,47,11,2018,7
2018-11-24T14:56:49.796-02:00,14,24,47,11,2018,7
2018-11-19T04:45:01.796-02:00,4,19,47,11,2018,2
2018-11-27T19:39:32.796-02:00,19,27,48,11,2018,3
2018-11-23T14:21:51.796-02:00,14,23,47,11,2018,6
2018-11-09T17:50:35.796-02:00,17,9,45,11,2018,6
2018-11-12T16:43:23.796-02:00,16,12,46,11,2018,2
2018-11-07T11:40:39.796-02:00,11,7,45,11,2018,4
2018-11-07T16:57:59.796-02:00,16,7,45,11,2018,4
2018-11-04T03:55:57.796-02:00,3,4,44,11,2018,1
2018-11-04T16:44:48.796-02:00,16,4,44,11,2018,1
2018-11-06T16:56:40.796-02:00,16,6,45,11,2018,3
2018-11-06T21:07:16.796-02:00,21,6,45,11,2018,3
2018-11-02T08:20:31.796-03:00,8,2,44,11,2018,6
