start_time,hour,day,week,month,year,weekday
2018-11-15T08:38:21.796-02:00,8,15,46,11,2018,5
2018-11-15T09:35:35.796-02:00,9,15,46,11,2018,5
2018-11-15T19:45:19.796-02:00,19,15,46,11,2018,5
2018-11-14T13:42:26.796-02:00,13,14,46,11,2018,4
2018-11-14T18:16:39.796-02:00,18,14,46,11,2018,4
2018-11-28T10:03:00.796-02:00,10,28,48,11,2018,4
2018-11-28T10:29:22.796-02:00,10,28,48,11,2018,4
2018-11-13T13:42:51.796-02:00,13,13,46,11,2018,3
2018-11-13T14:42:18.796-02:00,14,13,46,11,2018,3
2018-11-16T08:45:40.796-02:00,8,16,46,11,2018,6
2018-11-16T16:22:47.796-02:00,16,16,46,11,2018,6
2018-11-16T16:52:28.796-02:00,16,16,46,11,2018,6
2018-11-16T18:34:42.796-02:00,18,16,46,11,2018,6
2018-11-20T16:33:49.796-02:00,16,20,47,11,2018,3
2018-11-24T02:31:30.796-02:00,2,24,47,11,2018,7
2018-11-24T12:16:00.796-02:00,12,24,47,11,2018,7
2018-11-28T23:38:30.796-02:00,23,28,48,11,2018,4
2018-11-29T02:31:53.796-02:00,2,29,48,11,2018,5
2018-11-19T03:32:40.796-02:00,3,19,47,11,2018,2
2018-11-19T07:14:20.796-02:00,7,19,47,11,2018,2
2018-11-19T14:45:46.796-02:00,14,19,47,11,2018,2
2018-11-19T15:41:15.796-02:00,15,19,47,11,2018,2
2018-11-19T19:14:18.796-02:00,19,19,47,11,2018,2
2018-11-27T15:56:46.796-02:00,15,27,48,11,2018,3
2018-11-27T19:59:26.796-02:00,19,27,48,11,2018,3
2018-11-27T20:43:39.796-02:00,20,27,48,11,2018,3
2018-11-23T13:58:44.796-02:00,13,23,47,11,2018,6
2018-11-23T14:01:07.796-02:00,14,23,47,11,2018,6
2018-11-26T15:51:31.796-02:00,15,26,48,11,2018,2
2018-11-07T23:30:55.796-02:00,23,7,45,11,2018,4
2018-11-08T06:50:49.796-02:00,6,8,45,11,2018,5
2018-11-08T12:47:26.796-02:00,12,8,45,11,2018,5
2018-11-12T15:26:37.796-02:00,15,12,46,11,2018,2
2018-11-12T20:49:47.796-02:00,20,12,46,11,2018,2
2018-11-06T18:16:17.796-02:00,18,6,45,11,2018,3
2018-11-02T13:49:44.796-03:00,13,2,44,11,2018,6
2018-11-16T23:38:18.796-02:00,23,16,46,11,2018,6
2018-11-22T11:21:20.796-02:00,11,22,47,11,2018,5
