song_id,title,artist_id,year,duration
SONNBOV12A8C144477,Remind My Soul,AR3B5WJ1187FB4D16B,2003,240.66567
SORBQBO12AC468BFF4,Now I'm Livin' For Me,ARQZFYG1187B98B0F4,2003,241.76281
SOAHXEM12A8151AF30,Coregians,ARNY17S1187FB4B5EF,2003,14.05342
SOINZIB12A8C13610B,So In Fuck With You,AR8EB351187B9934A9,1999,110.36689
SOVXQCH12A8C133EA1,Temps Difícils,ARDPJFP1187FB3D5AB,2004,211.12118
SOTFDBY12AB01812FB,Born to Die,AREVY7J1187B9AED6D,1997,249.41669
SOOADFJ12AB0187C05,Pfane Pt. 1,AR4MSYI1187FB4B3C5,2004,227.5522
SOHVNYP12A6D4FC942,R.i.o.,ARKF3N11187B99FBCA,2007,210.23302
SOOKKYD12A8C13F1D8,Confidential,ARE9CYJ1187B9B052A,2005,184.45016
SOYGEQE12AF729A51E,Tired,AR4C6V01187FB3BAF4,1999,323.7873
SOTTALO12A8C13E0A5,Hljómalind,AR76V4B1187B9B44EC,2007,295.60118
SOXIFJZ12AB01880B6,We Used To Talk,AR8MLM91187FB4B452,2006,135.49669
SOXGOGM12A8C13E776,Biotech Is Godzilla,ARXFP7U1187FB472E6,0,110.0273
SOUEUCC12AB018C4B3,Boxing Day,AR12EOE1187FB3AE26,2006,233.66485
SOUPYBZ12A6D4FBDEE,Luces no bélicas,ARCIGKY1187FB4FAC7,2000,215.50975
SOJJUVJ12A6D4F78D6,Juventude Transviada,ARSC4X61187B994F15,0,216.86812
SOIBRMZ12AB018AEF4,Probka (Latvia),ARIXB7T1187B9AB215,2009,183.58812
SOYJTFD12AB0187B9C,Lazer Attack,ARPO0A41187FB3980A,2000,375.27465
SOFCHBZ12A8C142084,Blues Do Elevador,ARVLIVA1187B991590,2000,237.97506
SOCFETU12AB0185D37,Si' Si' Con La Testa,ARLUM6U11C8A416932,2008,243.33016
SOFKTPP12A8C1385CA,Hold On,ARWA8AH1187FB3FC84,2008,381.17832
SOFTPDM12AB018A96D,Stay Here Forever,ARW24PI1187B9A6126,0,179.87873
SOKTGRU12AF729E047,Devoted,ARMJXRP1187FB461A0,1982,224.67873
SOQNZJZ12AB01823AE,Keiner außer uns,AR2P71H1187B9B8C00,0,77.94893
SOYKBGD12A6D4F4C4A,Who Will Answer,ARUMVHW1187B9A9F0B,0,206.52363
SOIBLDG12AB01843DD,Come Around,ARKJBR01187FB429D7,0,279.32689
SOHJYGD12A8C13CF7F,I'm Down,AR8ZQ9T1187FB56FE5,0,128.49587
SOGQJRZ12AB0180B9B,Tal3a Min Beit Abouha,ARXOEZX1187B9B82A1,0,197.32853
SOAZRCH12AB017A84D,Start The Fire,ART1R9I1187B9B3324,1989,261.04118
SOODNBV12A8C139FC7,Atlantic Shore,ARHOCKY11E2835D7CB,0,244.74077
SODWDRX12A8C136E77,Pray On,ARK6JC91187B9B4B2D,0,240.84853
SOHNDJS12A6D4FA3E8,Sweet Taste Of Love,AR8Z1R51187B9901CD,1994,229.35465
