song_id,title,artist_id,year,duration
SOZWECJ12A6D4F5229,Left For Dead (Album Version),ARDEC2A1187B9A460E,2005,342.36036
SOXZKHL12AB0184BB5,Dreaming Woman (Buddy Haut Den Lukas),AR405WO1187FB4205F,1992,227.91791
SOSLSWJ12A6D4FAC5A,Even With My Eyes Closed,AR9GUZF1187FB4D1BC,1997,236.14649
SOHVQHA12A8C131FA5,When Death Replaces Life,AR5Z3L01187B99C5A9,2002,299.04934
SOZBCID12AC468B7E6,Hard Times (feat. Floyd Jones),ARFZNR41187B990AF7,0,148.47955
SOIYMOP12A6D4FB02E,Three Wheel Cadillac,ARJVTRE1187B9959C0,1983,235.75465
SOLUUSO12AB01829A3,Die Nahtanznummer_ Teil 2,ARM0G3N1187B9B02F0,1994,392.48934
SOIZDGY12AB01865DF,Payin' My Dues,ARNLX781187FB48955,2006,197.642
SOFCKLC12AC3DF61E3,Give A Little Love,ARB33IT1187FB4ED69,0,160.60036
SOVRBKR12A8C133AF2,Please Come Home For Christmas**,ARHKMWZ1187B99C002,0,160.93995
SOXTIQL12A8C135544,It Should Have Been You,ARW80VY1187B9956DD,2004,346.14812
SONBHDL12AB017D3D3,Key Largo,AR2Z4Z01187FB5B99C,1982,251.29751
SOPYPAJ12A8C136283,What the Heart Needs,ARZF5231187B9AEF2B,0,292.57098
SOHYLOT12A8C13F8A6,Get To Know Me Better,ARSKAM81187FB44F46,1994,196.30975
SODHQII12AAF3B354A,Hienas - sirenas,ARFDVUZ1187FB400A1,0,273.00526
SOPSBBI12A8C1342C4,No One Hears You,AR0O3AV1187FB4D030,2004,98.11546
SOUDJLA12AB01849FF,Love Is The Silencer,ARYLQXI1187FB3CDFC,2007,244.68853
SOWBEKK12AB01856D7,The Middle of the Road,ARNI7VZ1187B9AA6AF,2007,245.49832
SOVUCXR12AB0180B10,Steppin' Out,ARQT8QM1187FB3E3CB,0,135.6273
SOIPWJJ12AB018404A,Harvey (Album Version),ARYFI0Q1187FB537BE,0,89.0771
SODNUSJ12A8C137B05,Boll Weevil,ARRU9GR1187FB43F56,2001,116.34893
SOSMVHJ12A58A7B06A,Sui Giovani D'Oggi Ci Scatarro Su,AR60LUY1187B98C8CD,1997,177.50159
SOLIRBA12A58A7C668,Mountain Bird,ARIP0IK1187FB4EFA3,2007,237.5571
SOOZWGG12A8C1318A9,Jaffe's Struttin' Blues,ARN146B1187B98FDA5,1994,292.41424
SOBCPSW12A8C13BCB7,Haunted Melody,ARG2QEC1187B9B7FDB,2003,134.76526
SOCQIFU12A6D4FB183,Following You,AR4YEJU1187B991468,1992,298.91873
SOKSXUB12A6D4F80DB,Answer The Call (Powerhouse Album Version),ARCCRTI11F4C845308,0,285.43955
SOWDCTA12AF72A03F9,Aiding And Abetting,ARLUAK21187B9B785A,0,231.81016
SOENFTZ12A8C13C395,City Of The Dead,ARWV4ZQ1187FB4A44F,1992,341.36771
SOCOMAW12AB017EE59,You Were Only Fooling,AR392MV1187FB3C3FE,0,135.8624
SOFRYYA12A8AE47A2D,Holding Back The Year,ARWDEP01187B9B535A,2005,212.81914
SOYSHUA12A58A7CEBF,Make This Love Last,AR1BZED1187FB4CDEE,1992,230.37342
