song_id,title,artist_id,year,duration
SOQHMXV12A6D4F7F16,"Beginning Of The End (7\" Version)",ARNSP981187B9927AB,1996,253.93587
SOYYAIQ12A8C13E1F9,Kill My Soul,ARN2K2J1187B9B1E05,1995,310.93506
SOXATYQ12A8C1396E8,Dance In Love  (Radio Edit),ARZL3NS1187FB4C8AD,0,189.80526
SOHRVNN12A8C1438F0,All I Need To Know,ARSTRTA1241B9C7A64,0,431.96036
SORXCOF12A67ADF3CC,Compound,ARASIT11187B9B4250,1999,288.88771
SOPBMDJ12A67AD8666,It Ain't A Problem,ARNAIMI1187FB5733C,0,227.57832
SOOUQAZ12AB017BDB0,She Left Me A Mule,ARWEM1D1187FB4077B,1999,212.63628
SOFJCJE12AB0185F5E,Stay,ARRVS341187FB4C1C6,1996,342.09914
SOIPVLC12A6D4FAB33,Revelation (LP Version),AR9F8TH1187B9B5A83,0,1138.52036
SOHSUNT12A8C141FA0,Trance (LP Version),AR3FKJ61187B990357,1999,301.73995
SOVYDLN12AB017CD54,The Slow Ascent,ARLDN8M1187B988B77,2000,340.45342
SOCCQJE12AB018722F,She Don't Move Me No More,AR4GAFY1187B9B639D,1995,186.40934
SORKDRP12AB017CAA5,Everything (Aly & Fila Remix),AR4E8NM1187B9A60FF,0,569.12934
SOLSVEO12A6D4F7343,Délibáb,AREZSQR1187B9919C0,2005,179.40853
SOIZLKI12A6D4F7B61,Supermassive Black Hole (Album Version),ARR3ONV1187B9A2F59,0,209.34485
SOAQTJY12AB0185B53,The Way I Live (feat. Mase),AR0TGMI1187FB5AAFE,2007,199.88853
SOLAQIZ12A8C13743E,Breathe,ARRMZ8R1187FB36FE3,2001,167.65342
SONETAN12A6701C55F,Deep Into It (Album Version),ARSMQR01187FB38EB2,0,257.20118
SOPCUKD12AB018B431,The 5th Round,ARP03D11187FB4EBFA,2007,379.19302
SOAKCBR12A6D4F6D04,Good Old Dancehall Vibes,ARI4SKQ1187B9B43B0,0,247.77098
SOIUYKK12A6D4FC508,Show You the Way,ARNCY001187B992140,2004,119.64036
SOUAYIE12A8C131A41,Dave_ Stop Killing Prostitutes,ARWRZXU1187B9B3D51,2004,188.15955
SOJUKCD12AB0186A01,Everybody Needs Somebody To Love,ARMGDJZ1187B9AD74C,1980,193.64526
SOSYKKS12A8C1388DF,I've Been Missin' You,AR9AWNF1187B9AB0B4,1983,255.7122
SOPZQHN12A6D4F84CA,Introduction (Album Version),ARHU9211187B9B7E0E,2005,43.38893
SOQDBFA12AB0187B1D,He's A Superstar,ARB8Q2P1187FB4D05D,1992,335.51628
SOAEGMV12A8C1455F2,Blink Of An Eye (Alternative),ARYBGMF1187FB4D82C,2002,255.32036
SOJQVAD12AB018D70E,Crusades,ARHC7VF1187FB59B98,2006,403.43465
SOUWOOV12A8C1345AC,Dollar In My Pocket,ARARFNT1187FB3CF5F,2001,150.5171
SOCGMHN12A67ADEA13,What's Wrong With Me (Amended Version),AR9FGRA1187B99552F,2004,194.84689
SOIDHVM12AB0183B34,He'll Have To Go,ARTHWIZ1187FB4258D,0,152.92036
SOPYTXE12A8C134A11,Avalanche,ARTQ8QP1187FB3D220,1970,298.9971
