song_id,title,artist_id,year,duration
SOLXXRJ12A6D4F7260,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),AR0CANF1187B9AF35F,2006,311.06567
SOIAZUN12A58A81065,Encore Medley: Bony Moronie/Forty Days/Almost Grown  (1973 Live Version),ARAPIIU1187B98FAC9,0,376.18893
SODDVMC12A6D4F9777,Easy_ Don't Hurt (Rudy Van Gelder Edition) (2006 Digital Remaster),ARH6EPF1187B9AF089,0,363.31057
SOZMUCI12A81C221FE,Spastic Society (Album Version),ARNNEAF1187FB5C737,0,146.57261
SOQIYTK12AB0189CCF,We Who Finish Last,AR8HQBB1187B99F7BB,2008,188.29016
SOASIEJ12A8C1462C4,A Case Of The Shakes (Live) (2002 Digital Remaster),AR3BAPB1187FB3DD5E,0,187.24526
SOTETIO12A8151CA26,Citizen Of The Planet,ARIWB161187B9AA1D5,2004,194.35057
SOAMSBH12A8C13539C,Pensativo,ARXA17J1187FB3B507,0,323.29098
SOHQXTN12A58A7815D,Rollin' (The Ballad Of Big & Rich) (Album Version),ARLKCMN1187FB599FB,2004,290.29832
SOLLOTO12AB01804C6,Deep Blue Sea (Daniel Rossen home recording),ARRDRI71187FB46EAA,2008,351.50322
SOMKOSI12A6310DC12,Heart Of A Champion,ARCBD0U1187FB466EF,2005,270.15791
SOZWGRR12A6D4F8026,Little Flower Garden (Album Version),ARLA3AO1187FB5BF33,1989,303.98649
SOMJIDK12A8C13E0BA,Boogie Chillen No. 2,ARJ1K7W1187FB3C1EB,0,698.27873
SOBWPYK12AB017FF52,Let's Make A Mystery,ARBW7IC1187B9908CE,1991,301.29587
SOAJVJX12A6D4FB839,Monkey & The Turtle,AREX85W1187B9B7712,1995,239.69914
SOSXVVK12A58A7A624,I'll Be Your Mirror (Acoustic Version - Bonus Track),ARYR2F11187B9976FA,0,158.48444
SOHXBET12A8C1353B2,Step Into The Light (You Should Be Living Album Version),AR0BK8Y1187B9AF28A,0,211.90485
SOHPTKV12AB01854BF,Critic,AR4IE571187FB4ECE1,1995,247.90159
SOONWJB12A8C13CDF1,Among Dreams,ARII7MH1187FB4F993,2004,259.10812
SOPMDCB12AB0184C6E,Black Ball (Feat. Tykus & Wordburglar),AR78PQK1187FB43FC0,0,243.40853
SODTCPC12A6D4F812A,Auf Der Mundharmonika,ARKETDZ1187B9B2566,1992,159.34649
SOTTXMZ12A6D4F6DB1,Folsom Prison Blues,AR470HW1187FB3B8DF,2006,165.69424
SOVGMLY12A8C1314BC,Happy Time Polka,ARRWDEP122BCFC937F,0,122.67057
SOHQHIL12A6D4FA785,Birmingham 1982 (Album Version),AR7KG0B1187FB46736,2005,209.76281
SOBVEMI12A8C1403BE,Please Don't Lie To Me,ARBFDJW1187B9AD27A,1996,127.68608
