song_id,title,artist_id,year,duration
SOEKAZG12AB018837E,I'll Slap Your Face (Entertainment USA Theme),ARSVTNL1187B992A91,2001,129.85424
SOBESOH12A81C20294,Carnaval_ Op.9 (2004 Digital Remaster): Aveu. Passionato,AR3SC0Z1187B98C19F,0,85.15873
SOXLOBB12A6D4F8B60,Antiproduct,AR4IE571187FB4ECE1,2006,235.96363
SOGXLTR12A8C135E22,Adagio Di Molto (Violin Concerto In D Minor Op 47_,AREDUIO1187FB3A398,0,506.51383
SOCUXOG12A6D4F9D03,Heroes And Villains (2001 Digital Remaster),AR2DGPY1187FB4CECF,2001,218.38322
SOJEWYZ12AC95F0358,Last Meal for the Underachiever,ARS142K1187FB51808,2010,136.56771
SOZQOSV12AB018CDFC,Do You Miss Me (Killians) (LP Version),ARBVASN1187B9890CB,2001,169.69098
SOUCTAJ12AB018F4F4,Laat het licht maar uit (we doen het in 't donker),ARPZTBN12086C1563D,2008,222.06649
SOVEJZJ12A58A7E0F0,Bad Little Woman (LP Version),ARJX0DP1187FB5C9F2,0,158.74567
SOHOVJM12A8C133D7A,Only For You (Siempre Para Ti Sere),ARSWHKY1187B9B40B2,1992,316.3424
SOCCLVZ12AC4689454,Parakit,AR43QZX1187B98D2F6,2005,176.03873
SOLUNOY12A8AE4698F,In The Mississippi River (Cd),ARCZ5JJ1187FB3E221,2007,266.52689
SOZTXZW12A6D4F732B,Get Stupid_ Part IV (Get On Up '90),ARONUSR1187B98DE3F,0,182.96118
SOJSJTR12AB0188131,Stay Down Here Where You Belong,ARPBNLO1187FB3D52F,1968,177.00526
SOQLCJK12AB018DB42,Revolver [Tracy Young's Shoot To Kill Remix],ARBEOHF1187B9B044D,0,564.94975
SOIXTNA12AC46882E8,State of Emergency,ARHGGCU125FEF328D7,2010,214.72608
SOXDLAD12A8C13652B,Morning Sun (Album),AR5ZE5K1187B9AA891,2008,118.62159
SORUWYB12A8C1336E9,Irresistible Force,ARFAQ9R1187FB4D5D8,1997,155.32363
SOTMPUJ12A8C137113,I Get High On You,ARDJZ181187B9B7FBF,1991,193.72363
SOKIGAA12AB0184D4F,Honor The Lord (He Holds The Keys Album Version),ARID75M1187B9B8341,0,147.40853
SOPUJIQ12A670207D9,Primitive (The Way I Treat You),ARN3D4G1187FB4CF71,2003,237.68771
SOVJCSL12A8C13AC01,Spear and Magic Helmet,ARV1L7J1187B98DD57,1991,157.04771
SOKYKFF12A8C131FEB,Cocotaso featuring Tony Touch,ARNQESK11F4C83FD6F,0,135.13098
SOQLJFO12A6D4F7503,The Greeting Song (Album Version),ARE8GLF1187FB52532,1991,193.43628
SOBTGUV12A8C137FCD,Perfect Stranger,ARM8YOC1187B993D72,0,247.77098
SOSUVCW12A8C13580D,Horrible,ARN2C4X1187B9B363C,1995,149.36771
SOMEXIP12A58A7BC44,Please Believe Me,AR5D1U61187FB5995E,2002,233.7171
SOYDJAX12A58A7A9FA,Poems,AR065TW1187FB4C3A5,0,256.20853
SOSZRTU12AF72A2916,There's Glory In Your Story,AR2WOOQ1187B98E303,2000,116.6624
SOWLFZY12A8C13DC91,Gangster (FBI Mix),ARGRPLX1187B9AF8EB,0,481.01832
SOUJOLQ12A8AE473C3,Turn Back Now,AR4APWK1187FB4DCE2,2007,189.88363
SOHDDVR12A8C135025,Light Me,ARFAPFS1187FB435F3,1995,98.84689
SOBGBFN12AB018BF85,Aunque Vivas Con El,AR5UX9Q1187FB3F696,0,228.80608
SOAEWDQ12AB0180EDC,Jeden Morgen,ARPFDJ01187FB3C98B,2003,260.38812
SOGBOCN12AB0187403,The Loneliest Thing,AR571EH1187B98F500,2004,293.25016
SOHIUDF12A8AE465EC,The Camel City,ARNPJEH1187B9B65F0,2002,247.90159
SOHANQX12A8C13C2C4,Evil Hearted Ada,ARDK87R1187B98D51C,1971,199.96689
SOICRKO12AAF3B32F4,Hank Steel The Real Queer Cowboy,ARAJOER1187FB5BAF1,2008,154.43546
SOGTSBD12A6D4F8A84,Dis Is Da Drum,AR5KAA01187FB5AEB7,1994,289.20118
