song_id,title,artist_id,year,duration
SOPFBTY12A6D4F8D0B,Faz Esse...,ARX5KUX1187B989C8D,0,235.07546
SOVQACV12AC3DF69F5,I Can See,ARNAQPQ1187B99F52D,2010,199.78404
SOTUDJY12AC9070E78,Lament for Frankie,AR7AE0Q1187B9AE30E,1996,192.67873
SODHQLP12A6D4FA6FA,Dos imposibles,ARQXGWX11F50C49BC7,0,225.4624
SOWGPSE12AAA15DF34,Trooper,ARVXFBU1187B989D86,2009,343.17016
SOWZJTJ12AB018459C,Communication,ARQCR9U1187FB4CC6E,1992,283.66322
SOKHPLD12A6D4FA191,Terrestre,AR1XL241187FB3F4AB,0,274.46812
SOZTJBR12A8C142681,Death & Life (Skit),ARANAED11F50C473A4,0,39.47057
SOXLBJT12A8C140925,Caught In A Dream,ARYKCQI1187FB3B18F,2004,290.29832
SOWQZRU12AB018A72F,Vekk Meg,ARLL5W71187FB37991,2005,214.20363
SONSPZE12AB01819CE,Complicate It,AR6Y22S1187B99906F,2001,233.27302
SOJVGOQ12AC90979E8,The Shake,ARF6GW61187B9AF41C,1994,147.25179
SOABYIT12AB0183026,Vilda vindar,AR98ZSW1187B98E82C,1985,266.13506
SOTJHSF12A8C13FCB6,Doricamente,ARJYCB61187FB475BD,2001,263.78404
SOVMIHO12AB01821B6,Fiju Fiju,AR59BHM1187B9AF0CD,2005,210.93832
SOANEAM12AB0184CC7,Na Manteiga,ARYHSHH1187B990CEA,2003,205.11302
SOIPGZG12A8C133E33,Start A Fire,ARYWATZ11F50C47CBA,0,136.64608
SOJHUUC12A6D4F71FF,Ayla,AR11YJ91187B997A47,1996,445.12608
SOBEPNP12AB0181628,Escape Hatch,ARW5OB41187B9935D8,2002,222.27546
SOXWNQI12A58A7C176,It's All Good,ARTJH1Z1187B98E784,0,235.96363
SOMXEOC12AB018DE11,Uplakanooka,ARK4B1I1187FB4FBF1,0,195.70893
SOKNMJE12A67AE0421,Kids In America,ARPD2KK1187B9B8B98,2006,184.39791
SOVPKNN12A8C130D15,Wildes Leben,ARS95ES1187B9B1CA4,0,233.92608
SOBXQTI12AB0182054,Got To Stop,ARL0ECH1187B9B1BC6,2009,189.75302
SOTNQRU12A8C131FEF,Monster For Music,ARNQESK11F4C83FD6F,0,170.52689
SONFHRB12A8C13EE75,Funktion,AR861FF1187B99F0D1,0,380.39465
SOHLHOE12A8C13BD88,Seasons,AR90SQ61187B989D63,1999,213.10649
SOSPUDU12A8C13AFB6,Two Rights,ARNQMZ11187FB5A7D3,2007,314.43546
SOWCIDS12A67ADA498,Come Home,ARE0WE31187FB48835,2006,184.71138
SOYOQXO12A67FFB371,Forever Again,AR0VAZ71187FB5AAD6,2007,215.64036
SOGSINV12A8C130F19,Horizon,ARZLYNK1187B9BA042,1983,1373.23057
SOXFJDA12AB018A684,The Light,ARHQ1GT1187FB3C046,2001,43.83302
