song_id,title,artist_id,year,duration
SOGXYBO12AB017FDAF,Godt Taget feat. Mass,ARRLJ5L1187B998242,2005,207.59465
SOPIURI12AB0183A97,Sin Piel,AR35WRT1187B99C2C1,2004,225.69751
SOVZKLE12AB0188F2E,A Strange Arrangement,ARWNARC122BCFCAFEB,2009,255.68608
SOVHCNH12AB0180DD6,You Beat The Hell Outta Me,AROW3XO1187B989E72,1977,207.85587
SOAFABF12A6D4FA7CB,Keine Tränen,ARZ115Q1187FB47674,2002,252.1073
SOFUYXC12A8C13AAFC,Valentine (Album Version),AR1C2IX1187B99BF74,0,99.65669
SOZCDJR12AC468ADEE,Tell Sarah Jane,ARDI1XT1187FB3EA46,0,260.85832
SOJBCTB12AAF3B189F,Monetine,ARODJ7N1187B9ACE71,2008,240.87465
SODKZLY12A8C13F228,Jane 5,ARSQDUN1187B98D7D7,1997,161.35791
SOJTACC12A58A7EC7C,Chico Calling,ARMWCWM1187B9A8587,2009,299.67628
SOURCWD12AF729DABA,Pisgah,AR7DIY41187B9B3EE9,2009,246.49098
SOQRADA12AB017F409,El Saben Aquel Que Diu,ARFYDTC11E2835DCA1,2008,185.44281
SOTXVKA12A8AE4667F,déranger les pierres,ARSN9QH1187B998BC5,2008,195.34322
SOAZOYU12A8C13ABBA,Hava Nagila,AR6JNMD1187FB5CA75,2005,386.5073
SOUUKIO12A8C132EE5,KFD,AR1L5HB119B340372E,2006,246.56934
SOXWSNO12AB0181372,Busted,ARHL8SP1187B98F8A3,1997,90.72281
SODBHFG12A6D4F7483,Rubber Glove Seduction (12? Version),ARKDJQU1187B9B38A0,0,323.99628
SOQFLSY12A58A7B943,Don't Have Me,ARVKB9G1187B990C70,2000,244.89751
SOSTLUR12A8AE485DB,Like a Place in the Bible,ARIE6Q51187B9B526E,2007,82.07628
SOTVTNJ12A67020750,Come On Over (LP Version),ARUEV6L1187B9936F9,0,280.89424
SOLLWXM12A8C1332FA,Hey Ladies,ARKWI7M1187B9B7713,1999,255.92118
SOVGRWF12A8C144940,She's Left Me Again,AR7KA5V1187FB44E6B,0,170.94485
SOWWZMM12A6D4FAB05,Dancing With Tears In My Eyes,ARD28MC1187FB3A513,0,215.7971
SOSHGBG12A8151BD89,Who Are You,ARW1MUW1187FB4D5A1,2008,188.65587
SOLIOVW12A6D4FCFA8,Lonely Buoy,ARQCZEI11E2835C638,0,158.9024
SOBDLAF12AF72A69D7,Ride Wit Me,ARHUQUF1187FB382E6,2001,234.16118
SOSFKJV12AB0182509,Sleepwalk,ARHA3QY1187B98A96B,0,213.89016
SONPYCF12AB01837AF,The Rock,ARG4KW31187FB51B7C,1971,269.71383
SOGSPEH12A6D4F5E13,Some Other Time,ARXX1SV1187FB43D10,1993,228.30975
SOTUOKL12A8AE47BC9,She's So Strange,ARK99K41187B9AEC53,0,195.47383
SOBVWUO12AF729F6E7,Beauty,ARW8Z0L1187FB5091A,1998,269.19138
SODPVYG12A8C13BF19,Mr. Asshole,ARDRSTJ1187B98C71B,2001,135.91465
