artist_id,name,location,latitude,longitude
ARJIE2Y1187B994AB7,Line Renaud,"","",""
AR8ZCNI1187B9A069B,Planet P Project,"","",""
ARVBRGZ1187FB4675A,Gwen Stefani,"","",""
AR7SMBG1187B9B9066,Los Manolos,"","",""
ARD7TVE1187B99BFB1,Casual,California - LA,"",""
AR8IEZO1187B99055E,Marc Shaiman,"","",""
AROGWRA122988FEE45,Christos Dantis,"","",""
AR051KA1187B98B2FF,Wilks,"","",""
AR62SOJ1187FB47BB5,Chase & Status,"","",""
ARYKCQI1187FB3B18F,Tesla,"","",""
ARNPAGP1241B9C7FD4,lextrical,"","",""
ARHHO3O1187B989413,Bob Azzam,"","",""
AR7ZKHQ1187B98DD73,Glad,"","",""
ARXR32B1187FB57099,Gob,"","",""
ARNTLGG11E2835DDB9,Clp,"","",""
ARL7K851187B99ACD2,Andy Andy,"","",""
AR558FS1187FB45658,40 Grit,"","",""
