artist_id,name,location,latitude,longitude
ARDR4AC1187FB371A1,Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,"","",""
AREBBGV1187FB523D2,Mike Jones (Featuring CJ_ Mello & Lil' Bran),"Houston, TX","",""
ARMAC4T1187FB3FA4C,The Dillinger Escape Plan,"Morris Plains, NJ",40.82624,-74.47995
ARPBNLO1187FB3D52F,Tiny Tim,"New York, NY",40.71455,-74.00712
ARDNS031187B9924F0,Tim Wilson,Georgia,32.67828,-83.22295
ARNF6401187FB57032,Sophie B. Hawkins,"New York, NY [Manhattan]",40.79086,-73.96644
ARLTWXK1187FB5A3F8,King Curtis,"Fort Worth, TX",32.74863,-97.32925
ARPFHN61187FB575F6,Lupe Fiasco,"Chicago, IL",41.88415,-87.63241
ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,"London, England",51.50632,-0.12714
AR0RCMP1187FB3F427,Billie Jo Spears,"Beaumont, TX",30.08615,-94.10158
AROUOZZ1187B9ABE51,Willie Bobo,"New York, NY [Spanish Harlem]",40.79195,-73.94512
AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall,"Seattle, Washington USA","",""
AR47JEX1187B995D81,SUE THOMPSON,"Nevada, MO",37.83721,-94.35868
ARKFYS91187B98E58F,Jeff And Sheri Easter,"","",""
AR10USD1187B99F3F1,Tweeterfriendly Music,"Burlington, Ontario, Canada","",""
ARB29H41187B98F0EF,Terry Callier,Chicago,41.88415,-87.63241
ARQGYP71187FB44566,Jimmy Wakely,"Mineola, AR",34.31109,-94.02978
ARMBR4Y1187B9990EB,David Martin,California - SF,37.77916,-122.42005
