song_id,title,artist_id,year,duration
SOUPIRU12A6D4FA1E1,Der Kleine Dompfaff,ARJIE2Y1187B994AB7,0,152.92036
SOIAZJW12AB01853F1,Pink World,AR8ZCNI1187B9A069B,1984,269.81832
SORRZGD12A6310DBC3,Harajuku Girls,ARVBRGZ1187FB4675A,2004,290.55955
SOBCOSW12A8C13D398,Rumba De Barcelona,AR7SMBG1187B9B9066,0,218.38322
SOQLGFP12A58A7800E,OAKtown,ARD7TVE1187B99BFB1,0,259.44771
SOINLJW12A8C13314C,City Slickers,AR8IEZO1187B99055E,2008,149.86404
SOSLAVG12A8C13397F,Den Pai Alo,AROGWRA122988FEE45,0,243.82649
SOLYIBD12A8C135045,Music is what we love,AR051KA1187B98B2FF,0,261.51138
SOGVQGJ12AB017F169,Ten Tonne,AR62SOJ1187FB47BB5,2005,337.68444
SOXLBJT12A8C140925,Caught In A Dream,ARYKCQI1187FB3B18F,2004,290.29832
SOZVMJI12AB01808AF,Synthetic Dream,ARNPAGP1241B9C7FD4,0,165.69424
SORAMLE12AB017C8B0,Auguri Cha Cha,ARHHO3O1187B989413,0,191.84281
SOTUKVB12AB0181477,Blessed Assurance,AR7ZKHQ1187B98DD73,1993,270.602
SOFSOCN12A8C143F5D,Face the Ashes,ARXR32B1187FB57099,2007,209.60608
SOZQDIU12A58A7BCF6,Superconfidential,ARNTLGG11E2835DDB9,0,338.31138
SOMUYGI12AB0188633,La Culpa,ARL7K851187B99ACD2,0,226.35057
SOGDBUF12A8C140FAA,Intro,AR558FS1187FB45658,2003,75.67628
