artist_id,name,location,latitude,longitude
AR4JOZD11C8A421F6A,Mad Flava,"","",""
ARG33GL1187B98C982,Lincoln Brewster,"Homer, Alaska","",""
ARN1E5A1187FB45EB2,Small Leaks Sink Ships,"","",""
ARAWX5Q1187B9A0905,Ignite,"Orange County, CA",33.6671,-117.76505
ARFLHWV1187FB4E77F,Sandy Posey,"Jasper, AL","",""
ARE602H1187FB3B8F8,Brand New,"Long Island, NY",40.85251,-73.13585
ARISNG51187FB4CE02,Kurt Elling,"Chicago, IL",41.88415,-87.63241
ARLXO8R1187FB39F78,Ray Brown,"Pittsburgh, PA",40.43831,-79.99745
ARI7RGN1187FB40849,India.Arie,"Atlanta, Georgia","",""
ARKSW3R1187B989674,CALLA,"Brooklyn, NY",40.65507,-73.94888
ARQGYP71187FB44566,Jimmy Wakely,"Mineola, AR",34.31109,-94.02978
ARJT53O1187FB5641F,Jana Hunter,TX,"",""
AR6UVLC1187B9B4D4C,Suzi Quatro,"Detroit, MI",42.33168,-83.04792
AR6LM3I1187B9B2B34,Cornershop,"London, England",51.50632,-0.12714
ARFOVF61187B9892CD,Enigma,Ovid-Elsie,42.67638,-76.82191
ARJ0T991187B9A1738,Olle Ljungström,"","",""
AREG7WZ1187FB40BAC,Neil Norman And His Cosmic Orchestra,"","",""
ARZC1HF1187B99E222,LU,México.,23.62574,-101.95625
ARUT16P1187FB532A4,Tyrone Davis,"Greenville, MS",33.39847,-91.03786
ARBB58Y1187B9B621B,Bill & Gloria Gaither,"","",""
AR3253Y1187FB3D46F,Tearjerkers,"","",""
ARWG9SP1187B9B9223,Crash Rickshaw,"","",""
AR78L6W1187FB416F8,Cannibal Ox,"New York, NY [Harlem]","",""
ARUWI271187FB54CC5,Combichrist,"","",""
ARYZV2X1187B997BE7,Chris Standring,California - LA,"",""
AREKZKE11F50C4A7D8,Rocker-T,Wisconsin,44.7272,-90.10126
AR4W2E01187FB416AC,Saga,"Toronto, Ontario, Canada",43.64856,-79.38533
ARU62HN1187B98E0A1,Headstrong,"London, Ontario, Canada","",""
ARNQFRF1187FB3AD23,Marissa Nadler,Mass. - Boston,"",""
ARUWNJ31187FB4D031,The Aggrolites,"Los Angeles, CA","",""
ARGJVKV1187B9ACBF1,Grace Jones,"Kingston, Jamaica","",""
ARYWISE1187B98E4E8,Jadakiss / Styles P,"Yonkers, NY","",""
