artist_id,name,location,latitude,longitude
ARBDDGX1187B99B2C1,M-Clan,Spain,39.89502,-2.98868
AR5HTD51187B9AE99B,Kosheen,"","",""
AR2S6UD1187B9B944F,León Gieco,"","",""
ARCJKV91187FB46210,KT Tunstall,Scotland,"",""
AR0H0IB1187B9A3780,Dr Rubberfunk,"","",""
ARPDVPJ1187B9ADBE9,Usher,"Atlanta, GA","",""
ARJ0EJP1187B9930E8,Loquillo,"","",""
ARBEOHF1187B9B044D,Madonna,"Bay City, MI","",""
ARYJROI1187FB5C9E5,The Mae Shi,"","",""
ARBJB2S1187B9BA2CB,Vetiver,"","",""
ARF3PG41187FB4B0B4,Dorothy Norwood,"","",""
ARX9YIP1187B98A656,RUN-DMC,"","",""
ARDEDPG1187B9B937B,Slaughter,"","",""
ARTP2PK1187B98FECA,Quinteto Violado,"","",""
ARSE75E1187FB3EB81,Julie Fowlis,"","",""
AR78PDM1187B9B21C7,De Mens,"","",""
AR93ZCZ1187FB4409A,Cara Dillon,"","",""
ART2QT81187B9AF991,Kasey Chambers,Australia,"",""
ARHGCUT1187FB38229,Erasmo Carlos,"","",""
ARVOGKS1241B9C6D3D,Jhonny Rivera,"","",""
AREIW0I1187B99012E,Bebel Gilberto,"","",""
AR3ZL6A1187B995B37,De-Phazz,"","",""
ARCWT5M1187B98C41E,Belfast Food,"","",""
ARJ6GR01187B98D64D,Lonestar,"","",""
ARAFI4I1187B9937E4,Lester Sterling,"","",""
ARF9EI11187B9AB66C,9th Wonder,North Carolina,"",""
ARDAF601187FB4CD05,Ashanti,"Glen Cove, NY","",""
ARY6W1E1187B9B489B,Niño y pistola,"","",""
AR9N10Y1187FB3E8F4,Havana Black,"","",""
AR6IHPG1187FB55C49,Swans,"New York, NY","",""
ARQ5H951187FB5CE8C,Slot,"","",""
AR0J0OD1187FB3AFB5,The Scare,"","",""
