artist_id,name,location,latitude,longitude
AR0CANF1187B9AF35F,Dilated Peoples Featuring Devin The Dude,"Los Angeles, California",34.05349,-118.24532
ARUY6971187FB3AB45,Orchestral Manoeuvres In The Dark,"Liverpool, England",53.40977,-2.97848
ARJDBIN1187B9ABFD1,Tha Eastsidaz,"Los Angeles, CA",34.05349,-118.24532
ARCV5DM1187B9A0C1F,Se:Sa Featuring Sharon Phillips,"","",""
ARZEOSL1187B9AC259,Joy Electric,"Orange County, California",33.6671,-117.76505
AR4B1LP1187FB55C83,Juan Diego Flórez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi,"","",""
ARJSCWB11F4C8489A9,Flatt & Scruggs; (featuring Mother Maybelle Carter & The Foggy Mountain Boys),"","",""
ARMHDEZ1187FB43997,The Manhattans,"Jersey City, NJ",40.7174,-74.04323
AR71CMO1187B9974AA,Fred Wesley & The Horny Horns Featuring Maceo Parker,"","",""
ARUVIMM1187B98E94D,Kinderzimmer Productions,"","",""
AR20BO61187B9B880E,Patton Oswalt,"Portsmouth, VA",36.83264,-76.29771
ARLE7141187B9B7EA4,The Barbarians,BARBERÀ DEL VALLÉS,38.98424,-0.55658
ARKG2NF1187FB4A1B4,Secret Service,Tennessee,35.83073,-85.97874
AR06NFT1187B9B2902,The Ike Reilly Assassination,"","",""
AR91DZT1187FB4C599,Frost,"Birmingham, England",52.47859,-1.9086
ARN380K1187FB3791C,Joshua Redman,"Berkeley, CA",37.8695,-122.2705
ARXORFK1187FB514A5,Triangulo De Amor Bizarro,Galicia,42.7989,-8.01644
ARCBD0U1187FB466EF,Nelly / Snoop Dogg / Ronald Isley,"HERNDON, Virginia","",""
ARM0P6Z1187FB4D466,Arctic Monkeys,"Sheffield, South Yorkshire, Engla","",""
ARZWIZL1187B9B3409,Element Of Crime,"West Berlin, Germany",52.51607,13.37698
ARA870V1187FB3C4B7,Hank Williams Jr.,"Paris, TN",36.30188,-88.32588
ARTOG9T1187B99074E,Will Smith Featuring Biz Markie & Slick Rick,"West Philadelphia, PA","",""
ARFL5HZ1187B9AC31B,Mexican Institute of Sound,"Mexico City, Mexico",19.4319,-99.13285
AR6TW8G119B8668BA1,The Japanese Popstars,"Derry &amp; Dungannon, N.Ireland",54.50292,-6.76687
AR83LT51187FB3E073,Idina Menzel,"New York, New York",40.71455,-74.00712
ARU3YYC1187FB43FEE,Luis Alberto Spinetta,"Buenos Aires, Argentina",-34.60852,-58.37354
AR9AR5R1187B99BDA9,Ion Dissonance,"Montreal, Quebec, Canada",45.51228,-73.55439
ARUJHWO1271F573B59,Robyn Hitchcock and The Egyptians,"","",""
ARHCC5B1187FB3AA0F,Vivian Stanshall,"","",""
AR10USD1187B99F3F1,Silverstein,"Burlington, Ontario, Canada","",""
ARZTQWU1269FCD92A6,Blowing Free,"GILBERT, ARIZONA",33.32904,-111.78976
AR4FD06119B8668D74,Victor Démé,Valparaiso Indiana USA,41.46775,-87.06162
AR8ZQHP1187B98E145,Heyday,"Jakarta, Indonesia",-6.17144,106.82782
ARGY6951187FB569A4,Burnt By The Sun,"Keansburg, New Jersey",40.44181,-74.13107
ARKSZW81187B9B695D,Mariah Carey,"New York, New York",40.71455,-74.00712
ARZN0BZ1187B99F496,Neutral Milk Hotel,"","",""
AR88DP71187B9A9A57,Les Compagnons De La Chanson,"","",""
AR18JZN1187FB366C7,Los Straitjackets,"Nashville, Tennessee",36.16778,-86.77836
ARGTWSU1187FB437B8,The Salsoul Orchestra,"New York, NY",40.71455,-74.00712
ARMM25Z1187FB5A8C1,Jessy Dixon,"San Antonio, TX",29.42449,-98.49462
ARXAKQ21187B990F7D,Triumvirat,Germany,51.16418,10.45415
ARGMXQW1187FB54C34,Eliane Elias,"Sao Paulo, Brazil",-23.56287,-46.65466
ARFBBL21187B99E5AF,Vicious Rumors,"Alameda, CA",37.76658,-122.24474
ARBQPXY1187B98D67B,Kris Kristofferson,"Brownsville, TX",25.89958,-97.49553
ARCO1G01187FB3D671,Milt Jackson,"Detroit, MI",42.33168,-83.04792
ARJDZK31187B9A2E44,Freshlyground / Freshlyground,Capetown South Africa,"",""
ARCBIPV1187B9AC2D1,The Cranberries,"Limerick, Ireland",52.66097,-8.63261
ARPQA4M1187B9B12F4,Windsor For The Derby,"Tampa, FL",27.94653,-82.45927
AR83T1H1187B99FA5F,Turin Brakes,"","",""
AR061BH1187B98DF74,Guttermouth,"Huntington Beach, CA",33.67889,-118.00157
AROBHXA1187B993C7E,The Unicorns,"Montreal, Quebec, Canada",45.51228,-73.55439
ARIT8YH1187FB43F30,Arthur Brown,"Whitby, Yorkshire, England","",""
ARHW1LO1187B9A8561,Shane Fenton & The Fentones,"","",""
ARXSNCN1187B9B06A3,Jonathan Coulton,NY - New York City,40.71455,-74.00712
AR11A4X1187B9B04DC,Bleeding Through,"Orange County, California","",""
AR3ADSE1187FB583B7,Lotta Engbergs,"","",""
AR0I08Y1187B9AC057,David Pack,"Huntington Park, CA",33.9814,-118.21914
ARDI1XT1187FB3EA46,The Byrds,"Los Angeles, CA","",""
ARDAHWH1187FB4B0E7,Hoobastank,"Agoura Hills, CA",34.14584,-118.77758
ARLIBVA1187B99074B,ZZ Top,"Houston, TX","",""
ARYMIUE1187B9B58A5,D4L,"Atlanta, Georgia","",""
ARO7PQN1187FB3C99C,I'm From Barcelona,"Jonkoping, Sweden",57.77972,14.17739
ARMD3XX1187B9ACF84,Cypress Hill featuring Kurupt,"Los Angeles, CA","",""
ARUS8MI1187FB4CD48,CRAIG ARMSTRONG FEATURING STEVEN LINDSAY,"","",""
ARINI221187B990897,Special EFX,NY - New York City,40.71455,-74.00712
AR32ML41187FB36D9A,Justice,"Luton, Bedfordshire, England","",""
AROCXO21187FB4799B,Bayside,"Long Island, NY","",""
ARAPI451187B9B6E6F,John Michael Talbot,"Oklahoma City, OK",35.472,-97.52033
ARUYU4N1187B994FFD,Charles Fambrough,"Philadelphia, PA",39.95227,-75.16237
ARNXITY1187B98C5C1,Helen Baylor,"Tulsa, OK",36.15398,-95.99277
ARHEOP21187B99AEF6,Enzo Avitabile,"Woking, Surrey, England",51.31476,-0.56623
ARX8BQT1187B9AB472,Pierangelo Bertoli,"Sassuolo, Italy",44.54187,10.78142
ARCLYBR1187FB53913,Neal Schon,"San Mateo, CA",37.54703,-122.31483
ARVCRNY1187B99320B,Brave Old World,NY - New York City,40.71455,-74.00712
ARHVD441187B9B759D,Baden Powell,"Rio de Janeiro, Brazil",-22.97673,-43.19508
ARTDU4R1187FB4BAC9,Air Traffic,"Bournemouth, England",50.7204,-1.88091
AR1XABQ1187B9B178A,Spock's Beard,"","",""
ARUEAMP1187B99111A,The Bakerton Group,Maryland,38.8235,-75.92381
AR8W31W1187B9A6F5C,Lydia Lunch,"Rochester, NY",43.1555,-77.61603
ARQPNIM12298900819,Trailer Choir,"","",""
AR2RVGR1187B9B3219,Robin Frederick,Los Angeles,34.05349,-118.24532
ARVTGKJ11F50C4A94A,New Duncan Imperials,United States,39.73926,-89.50409
ARJIQGE127D395D4E3,Madness feat. Ian Dury,"","",""
ARVNGA71187FB3C107,Faith Hill,"Jackson, MS","",""
ARUTBSU1187FB4B857,Nawal El Zoughbi,"","",""
ARTFTSM11C8A415955,Ace Enders & A Million Different People,"","",""
AROQAHU11E2835CD6D,Solveig Slettahjell,"","",""
