artist_id,name,location,latitude,longitude
ARQSM561187FB4A0CF,Jack's Mannequin featuring Mick Fleetwood,"Orange County , USA",33.6671,-117.76505
ARVLEZN11E2835D955,Belcea Quartet,"","",""
ARNMC5U1187FB5899E,Puff Daddy featuring Jay-Z,"MANASSAS, Virginia","",""
ARTHSZ7119B8667994,DAY26,NYC,40.71455,-74.00712
ARTPMPX1241B9C68D9,Viki Mosholiou,"","",""
AR87GMP1187B9B251F,The Benjamin Gate,"Port Elizabeth, South Africa",-33.96243,25.62326
AR03BDP1187FB5B324,Britney Spears feat. Pharrell Williams,"Kentwood, LA; Los Angeles, CA",34.05349,-118.24532
AR1L2NA119B86684B4,Dr. Hook And The Medicine Show,"Union City, New Jersey",40.77387,-74.02469
ARUMLBQ1187FB3EB70,Devin Townsend,"New Westminster, British Columbia, Canada",49.20639,-122.90963
ARPONI91187FB4BB2E,Stavesacre,"Orange County, CA",34.05349,-118.24532
ARZORGP1187FB43BDE,Claudja Barry,Jamaica,18.11526,-77.27348
AR1104Y1187FB43EE8,Harold Budd And Brian Eno,"","",""
ARPAAHK1187B9ABB00,Nickelback,"Hanna, Alberta, Canada",49.26044,-123.11403
AR7S48C1187B99711E,Zuzu Bollin,"Frisco, TX",33.15049,-96.83464
AR6KYS71187B9A2951,Louis Prima,"New Orleans, LA",29.95369,-90.07771
ARI9ZID1187FB53179,Andrew Lloyd Webber / Harry Rabinowitz,"London, England",51.50632,-0.12714
ARNZRG71187FB42DCD,Ecstasy Of St. Theresa,"Prague, Czech Republic",50.07908,14.43322
ARSL5SP1187B9A7AE0,N.W.A.,"Compton, California, USA.",34.05349,-118.24532
AR20YMY1187B990B28,SUPREME BEINGS OF LEISURE,LOS ANGELES,34.05349,-118.24532
ARQSM561187FB4A0CF,Jack's Mannequin,"Orange County , USA",33.6671,-117.76505
ARNNBNR122988ED3EF,Chris Gaffney and the Cold Hard Facts,California,37.27188,-119.27023
AR9W3X91187FB3994C,Phil Collins,"Chiswick, London, England","",""
ARMR44C1187FB433D2,Penguin Café Orchestra,"","",""
AR8VWZB1187B98D944,The Feelies,"Hoboken, NJ",40.73716,-74.03097
ART3JTM1187FB54D23,Andre Previn,"Berlin, Germany",52.51607,13.37698
AR4LELF1187B9A3F1A,The Rain Parade,"Los Angeles, CA",34.05349,-118.24532
AR3QSCK1187FB42E87,Johnny Hartman,"Chicago, IL","",""
ARMM1WO1187B9B83D8,Richard H Kirk,"Sheffield, Yorkshire, England",53.38311,-1.46454
ARWC1XH1187FB4DF01,Lil Mama,"HOUSTON, Texas",29.76045,-95.36978
ARYU0GB1187FB52CEA,John Waite,"Lancaster, Lancashire, England",54.03728,-2.79959
ARJCVEH123E29C19A1,The Valentine Brothers,"","",""
AROQMWV1187FB3781A,Jill Scott,Philladelphia,39.95227,-75.16237
ARBCUKT1187FB52F2A,The Ozark Mountain Daredevils,"Springfield, MO",37.20897,-93.29156
ARL1G0L1187FB4066D,Doleful Lions,"Chapel Hill, NC",35.91463,-79.05661
ARB45GQ1187B98D2B4,DeGarmo & Key,"","",""
AR5GPWY1187FB52289,Booker T. & The MG's,"Memphis, TN",35.14968,-90.04892
