artist_id,name,location,latitude,longitude
AR3FOK11187FB3F4EE,Seven Mary Three,"","",""
ARWBH981187B9A64FC,Haunted Garage,"","",""
ARBW47O1187FB379DA,Comet Gain,"","",""
AR633SY1187B9AC3B9,Weezer,"","",""
ARQ9CVU1187FB41A5A,Candy Bars,Florida,27.9758,-81.54106
ARVMFTR1187FB4CCF0,Asobi Seksu,"New York, NY","",""
ARQ30G91187B9B8C12,Steinski,"","",""
ARHMH7Q1187B988F38,Ursula 1000,"","",""
AR0A30G1187B9B183B,M.A. Numminen,"","",""
ARFWGRI1187FB52E45,Ours,New York,"",""
AR0QJRP1187B9B1F0A,Kyoto Jazz Massive,"","",""
ARSZ7HU1187B9B78BC,Adolescents,"Fullerton, CA","",""
ARM7BMQ1187B9B1F2E,The Sunday Drivers,"","",""
AR040M31187B98CA41,The Bug Featuring Spaceape,"","",""
AR1XIHA1187FB4AED3,Ulf Wakenius,"","",""
ARAKXIM1187FB53660,Dan Deacon,WHAM CITY,32.62656,-91.9246
AR8RDYA1187FB440D9,Nikola Sarcevic,"","",""
ARZPT2V1187B9B9F90,The Buggles,Reino Unido,"",""
ARK3PWH1187B9A441D,Showbread,"","",""
ARS5WKC1187B9AC7D1,Jim White,Maine,45.26232,-69.01249
AR677KZ1187B9AEC78,Steps,Random,"",""
AR66J211187B99AA3F,Gatsbys American Dream,"","",""
AREN7YO1187B9A475C,Sandra Mihanovich,"","",""
ARBX1FQ1187FB42BD5,Ashbury Heights,"","",""
ARDVZTE1187FB5A0A1,Bon Jovi,"Sayreville, NJ","",""
ARDGLX91187FB4CC38,Tepr,"","",""
ARELPXQ1187FB384FD,Queen Latifah,"Newark, NJ","",""
AR7NNKG1187FB4AA1C,Charly García,"","",""
AR0CCN31187FB432CF,Up_ Bustle & Out,"","",""
AR4C6V01187FB3BAF4,Moonspell,Portugal,39.55792,-7.84481
ARAA9041187FB4F11A,Linda Bengtzing,"","",""
ARE4E3Z1187FB5A348,Manuel Guajiro Mirabal,"","",""
