artist_id,name,location,latitude,longitude
ARN5RXP1187B989E68,Sweet Sensation,"","",""
ARCIDJA1187FB589B7,Matthew Good,Vancouver BC,"",""
ARLS8UK1187B9898D8,Phenomden,Wiädikä,"",""
AR7VWZ11187B98DA42,Spice Girls,"","",""
ARR70I81187B98E645,Di Leva,"","",""
ARJ3VRY1187B9A3058,Memphis La Blusera,"","",""
ART5MUE1187B98C961,Metallica,"Los Angeles, CA","",""
ARDPTGD1187B9AD361,Brand X,"Sikeston, MO",36.87652,-89.58828
ARF0HU41187B9A5239,Shit Robot,"","",""
AR62BB21187B9AC83D,The Breeders,Boston,42.31256,-71.08868
ARKM9O01187B98FF88,Rasha,"Khartoum, Sudan",15.59092,32.51883
ARGBR4I1187B99D073,Mudhoney,"Seattle, WA",47.60356,-122.32944
ARDIKTW1187FB4C052,Helstar,Texas,31.1689,-100.07715
ARDGRKJ124207839A1,Primavera de Praga,"","",""
ARIGWNC1187FB57B6B,Eros Ramazzotti,IT,"",""
ARNMKA51187FB4D40D,Uzeb,"ANN ARBOR, Michigan",42.32807,-83.7336
ARNWVN41187B9A51BB,Scanners,London/Stroud,51.50632,-0.12714
ARJ59K61187FB5B43E,The Afghan Whigs,"Hamilton, OH",39.40008,-84.56264
ARATDCC1187FB5C95F,Papercuts,"San Francisco, CA","",""
ARH39ZK1187B9ABC22,Girl Talk,California - SF,"",""
ARRSSVL11E2835C246,Red Bennies,United States,"",""
ARFENFY12420782CEE,Las Ardillitas De Lalo Guerrero,"","",""
ARP3B9R1187B995D20,Palm Skin Productions,"","",""
ARURSBN1187B992454,Gene Krupa & His Orchestra,"","",""
ARJZ9CK1187FB4CD41,Army Of Lovers,"","",""
ARL6WUU1187B99CCFF,Nicolay featuring Kay_ Nicole Hurst,"","",""
ARI38ZY1187B9B6C9C,Adam Sandler,"","",""
ARUIVPF1187B9A2090,The Skygreen Leopards,"","",""
AR0UU8K1187B9934AE,Gun Barrel,Cologne,50.94165,6.95505
ARHATLI1187FB52C76,Toby Keith,"Clinton, OK","",""
AR2UQQ51187B9AC816,Gipsy Kings,"Arles, France","",""
ARP061U1187FB4D572,Alphaville,"Berlin, Germany",52.51607,13.37698
