artist_id,name,location,latitude,longitude
AR4T2IF1187B9ADBB7,Billy Idol,"<a href=\"http://billyidol.net\" onmousedown='UntrustedLink.bootstrap($(this), \"fc44f8f60d13ab68c56b3c6709c6d670\", event)' target=\"_blank\" rel=\"nofollow\">http://billyidol.net</a>",63.96027,10.22442
ARZEHBT124549A4599,Berliner Philharmoniker/Sir Simon Rattle/Melanie Mitrano/Tom Tykwer/Johnny Klimek/Reinhold Heil,"","",""
ARIWB161187B9AA1D5,Simon & Garfunkel,"Forest Hills, Queens, New York City, NY, USA","",""
ARHQS6Y1187FB468A3,Panteón Rococó feat. Andrés Jimenez (A.N.I.M.A.L.),"","",""
ARPN0Y61187B9ABAA0,The Smiths,"Manchester, England",53.4796,-2.24881
ARTR5T01187B9A437C,Kid Crème featuring Shawnee Taylor,"","",""
AR18R7P1187B9A9570,Reginald Dixon,"Sheffield, England",53.38311,-1.46454
ARMFX9G1187B98AC63,Evan Dando,"","",""
AR6LZB61187B9AF431,Depeche Mode,"Basildon, England","",""
AR1OGXT1187B9893EB,Lester Flatt / Earl Scruggs / The Foggy Mountain Boys,"","",""
ARL4TII1187B9B46E1,Queen,"London, England","",""
ARZ5CKV1187B9AE71A,The Brand New Heavies,"London, England",51.50632,-0.12714
ARUPZAE11F50C50886,Ms Krazie,California - LA,34.05349,-118.24532
AR9VTWU1187FB571BB,Estradasphere,"Seattle, WA",47.60356,-122.32944
AR8JO2B1187B98EBB6,Leftover Crack,"New York City, NY, USA","",""
AR9MQ061187B9A3581,Crime Mob,"Atlanta, GEORGIA",33.74831,-84.39111
AR5AKHZ1187FB46B9F,John Michael Montgomery,"Danville, KY",37.64598,-84.77496
ARZ8S071187B993849,Tito Rodriguez_ Louie Ramirez,"San Juan, Puerto Rico",18.46617,-66.10665
AR2QIVJ1187B9AF497,YoungBloodZ Featuring Cutty,"Atlanta, GA","",""
ARYYI011187FB3605B,Tavares,"New Bedford, MA",41.63767,-70.93087
AR85JNY1187FB41904,Johnny Ace / The Johnny Otis Band,"Memphis, TN",35.14968,-90.04892
ARCVYIU1187FB42049,All Natural Lemon And Lime Flavors,New Jersey,40.14323,-74.72671
AROMORH1187FB50213,Ojos De Brujo,barcelona,41.38572,2.17005
ARGRDHI1187B9B93F0,James Blood Ulmer,"St. Matthews, SC","",""
AR5JPWN1187FB5B6DE,Amel Larrieux,"Greenwich Village, NY","",""
AR58IM61187FB48368,Maynard Ferguson,"Verdun, Quebec, Canada",45.45902,-73.57176
ARTDQRC1187FB4EFD4,Black Eyed Peas / Les Nubians / Mos Def,"Los Angeles, CA","",""
AR3Q0S21187FB3F919,Cheech And Chong,USA,37.16793,-95.84502
ARB0W0J1187FB4834D,Stealers Wheel,"BROADVIEW HEIGHTS, Ohio","",""
ARRSICQ11F4C83D8B7,Meet Me In St Louis,"","",""
ARDVBUR1187FB3A432,Hatfield And The North,"","",""
ARZFGNV1187B98CDC8,The Skillet-Lickers,"","",""
AR82SMR1187B98DE68,Fine Young Cannibals,"Birmingham, England",52.47859,-1.9086
ARFLSLE1187B9AC75E,Isaac Hayes,"Covington, TN",35.56455,-89.64607
ARDX3GM1187B9AB417,Kraak & Smaak,"Leden, Netherlands",52.15457,4.49463
ARWGMN71187B992DBB,Rondellus,Estonia,58.59232,25.80695
ARHMVQB1187FB3F005,The Polyphonic Spree,"Dallas, TX","",""
AR797241187FB576F0,LOU MONTE,"Lyndhurst, NJ",40.81209,-74.12466
ARVZPW91187FB4D73C,Baby Huey & The Baby Sitters,"","",""
AR4OH581187B9B7157,Jagged Edge Featuring Major Damage,"Atlanta, GA","",""
ARAEX7Y1187FB42D36,Toni Braxton Featuring Shaggy,"Severn, MD","",""
AR9YWMS1187FB43A34,Dinosaur Jr.,"Amherst, MA","",""
ARDM8331187B9B947E,Pedro Aznar,"Buenos Aires, Argentina",-34.60852,-58.37354
ARNITNO1187FB555D3,Arturo Sandoval,"Artemisa, Cuba",22.81751,-82.7603
AREY3RN1187B993C5F,Goatwhore,"New Orleans, LA",29.95369,-90.07771
ARYPNRX1187FB36357,Guy Davis,"New York, NY [Manhattan]",40.79086,-73.96644
ARTKJ121187FB3D0CB,Ludovico Einaudi & Ballaké Sissoko,"","",""
ARBNV5F1187FB46ECE,Simon Webbe,"Manchester, England",53.4796,-2.24881
ARLIQ281187FB3DC05,Squarepusher,"Chelmsford, Essex, England",51.73569,0.47791
ARIKIMU1187B999ED9,Paolo Meneguzzi,"Lugano, Switzerland",46.00297,8.9513
ARI3W2K1187FB37DC5,Ivete Sangalo,"Salvador, Bahia",-12.97002,-38.50456
ARRS1GU1187B98AB5F,Robert Babicz,"Cologne, Germany",50.94165,6.95505
ARID75M1187B9B8341,Steve Green,"","",""
AR9B5JX1187FB55D84,Richard Hell & The Voidoids,"","",""
ARVYKVI1187B9B9181,Jerry Jeff Walker,"Oneonta, NY",42.4553,-75.06027
ARU9OUL1187FB39BC1,Frozen Plasma,GERMANY,51.16418,10.45415
ARKR0111187B99FD2A,Monica featuring Ludacris,"Atlanta, Georgia","",""
ARPYIBX1187B9B113E,At The Gates,Gothenburg,57.70133,11.96689
ARIRLGQ1187FB45B7E,Lostprophets,"Pontypridd, Wales","",""
AR59GKK1187FB4B92F,The Acorn,"Ottawa, Ontario, Canada",45.4215,-75.69189
AR18JO01187B9AA465,Alexis & Fido Featuring Los Yetzons,"","",""
ARI4NXX1187FB59DF2,Raze,Wisconsin,"",""
ARKNW0S1187FB3B472,Syreeta,"Pittsburgh, PA",40.43831,-79.99745
ARR6LWJ1187FB44C8B,R.E.M.,"Athens, GA","",""
ART3KT21187FB450DC,Ennio Morricone,"Rome, Italy","",""
ARHP1GE119B8668DF4,Scars On Broadway,"Los Angeles, CA",34.05349,-118.24532
AR6E1GC1187B9934CB,Blood Has Been Shed,Connecticut,41.51776,-72.75753
ARBUPLW1187FB49B3C,Michael Brecker,"Philadelphia, PA",39.95227,-75.16237
ARCN61O1187B9ABBE8,Aaron Neville,"New Orleans, LA","",""
AR0FMXH1187FB47EF0,Bob Evans,UK - England - South East,52.88356,-1.97406
ARXK6E71187FB4AA1E,The Cliks,"Toronto, Canada",43.64856,-79.38533
ARSAIUN1187FB398D3,Creedence Clearwater Revival,"El Cerrito, CA","",""
ARYU4I01187FB5B8B8,Kevin Kern,California - SF,37.77916,-122.42005
ARO15A21187B9B6388,Skids,"Dunfermline, Scotland",56.07043,-3.44291
ARD5SR21187B9B5F4A,Irwin Goodman,Hämeenlinna,60.99655,24.49511
ARBIECI11F4C845BBC,The Aquabats,"Huntington Beach, CA",33.67889,-118.00157
ARVT7941187B9AEB48,Barry White,"Galveston, TX",29.29533,-94.80786
ARJ0AL61187B9A3F27,Katie Melua,Georgia,"",""
AR4APWK1187FB4DCE2,Candie Payne,"Liverpool, England",53.40977,-2.97848
AR6PFD411C8A416424,Passion Pit,Laval Quebec Canada,"",""
AR4F6F91187FB548FD,Cyan,California - LA,34.05349,-118.24532
ARK60RL1187FB3A130,Peter Rowan,"Boston, MA",42.31256,-71.08868
ARZL3NS1187FB4C8AD,Club 99,Bozen-Italy,46.49499,11.35443
AREZWXB1187FB4958E,Brooks & Dunn,"HOLLISTER, Florida","",""
AR24K5Z1187B9B4BFC,Patrizio Buanne,"Naples, Italy",40.8399,14.25185
ARDINVM1187B98A6C1,Marc Lavoine,"Longjumeau, France",48.69173,2.29005
ARB9VHL1187B9AEC3F,Taproot,"Ann Arbor, MI",42.32807,-83.7336
AR6VDI31187B9904AF,The Seldom Scene,Washington D.C.,38.8991,-77.029
AR5LE4K1187FB4C3BE,John Hiatt,"Indianapolis, IN","",""
ARB9WJ11187B98BF17,Steve Smith,"Brockton, MA",42.08317,-71.01724
AR58SJE1187B9A8E4C,J.B. Lenoir,"Monticello, MS",31.55379,-90.10785
ARDHGXB122BCFCD697,The Generationals,New Orleans LA,"",""
ARUYVDC12086C11D5C,Fever Ray,Stockholm,"",""
ARVIQZ01187B9B927E,Narada Michael Walden,"Kalamazoo, MI",42.31729,-85.60305
ARQ2AUE1187B992377,Atjazz,"Bishop Auckland, County Durham, I","",""
AR7ICFK1187B9955FF,Levon Helm,"Marvell, AR","",""
AR3TZ691187FB3DBB1,Russell Watson,"","",""
ARLHLXZ11E2835E51D,1000names,"","",""
AR3ICZD1187B9ACE7E,Steve Wynn & The Miracle 3,"","",""
ARYVVLF1241B9CC03B,Into It. Over It.,"Chicago, IL",41.88415,-87.63241
ARRE7IQ1187FB4CF13,Anberlin,Florida,"",""
ARGPZGV1187FB3975F,Anna-Maria Zimmermann,"","",""
ARE0X5X1187B993A86,Midwest Product,"Ann Arbor, MI",42.32807,-83.7336
ARQ3EJL1187B98BF06,Carl Craig / Moritz Oswald,"Detroit, MI","",""
ARGSRNQ1187FB4D815,Natural,"Orlando, FL",28.53823,-81.37739
AR1X3SU11C8A415261,Vessels,Hanover Park/Schaumburg,41.99112,-88.15849
AR34XLK1187FB38F2C,The Ruins Of Beverast,"","",""
ARZ1BRV1187B9B9ED9,Plankeye,"","",""
ARRQZEV1187B98C8C2,Bow Wow featuring Mario,"Columbus, OH","",""
AR4CB5F1187B99D170,Nekromantix,Denmark,56.27609,9.51695
AR4228C1187B9AA5B8,Engenheiros Do Hawaii,"","",""
ARMQBZV1187FB3EE6B,La Habitacion Roja,"","",""
ARZ2SGB1187B999C50,Darkthrone,"Oslo, Norway",59.91228,10.74998
ARJW1SP1187FB4CA51,Pink Martini,"Portland, Oregon",45.51179,-122.67563
AREIPJX1187B99464E,In Flagranti,"","",""
ARLB1N91187B99D823,Nina Hagen,"Berlin, Germany",52.51607,13.37698
AR1YOLL1187FB40011,Carlos Y José,"","",""
ARK8OHG1187B99016A,Shadows Fall,"Boston, MA","",""
ARE602H1187FB3B8F8,Brand New,"Long Island, NY",40.85251,-73.13585
ARJT53O1187FB5641F,Jana Hunter,TX,"",""
ARXSABJ1187FB3C336,Deftones,"Sacramento, CA","",""
AR19JS91187B98CB66,Captain Hollywood Project,"","",""
AR4OHL91187B9B2EB9,Angela Dimitriou,"","",""
ARW1D6G1187FB490CD,Sido,"Berlin, Germany",52.51607,13.37698
ARLLRL61187B9B6698,The Sonics,"Tacoma, WA",47.25513,-122.44165
ARM0XKJ1187FB46517,To Rococo Rot,"Berlin, Germany",52.51607,13.37698
ARUF0461187FB50323,B Real,"Los Angeles, CA",34.05349,-118.24532
ARFONSP11F50C4D175,Michael Bloomfield,"","",""
ARDY1CB1187B9B027D,Osvaldo Pugliese,"","",""
ARD43IF1187FB3B5E3,The Incredible String Band,"","",""
ARCID1N1187FB51DA0,Carlos Nuñez,"","",""
AR7ZI7Z1187B98BF55,Mägo de Oz,"","",""
ARYVJYT1187FB484D7,John Stewart,"San Diego, CA","",""
ARQPT7O1187B9AAF4F,The Sensational Alex Harvey Band,"","",""
ARMQXFY12086C11480,Siobhan McCarthy / Hilton McRae,"","",""
ARJ8GM51187FB5557B,Boney M.,Germany,51.16418,10.45415
ARSRI7J1187B99D315,Future Of Forestry,"","",""
ARNUIBF1187FB4A28F,Ray Lynch,"","",""
ARF3HEO1187B9AF2F4,Donnie McClurkin,"","",""
ARTMGQC1187FB4EC2D,Miss Li,Stockholm SWEDEN,"",""
ARBIE071187B9A5AF6,Janove Ottesen,"","",""
ARJXYQ11187B9B0FA8,Machel Montano,"","",""
ARG4KW31187FB51B7C,Atomic Rooster,United Kingdom,"",""
ARJ7DT61187B9A2B87,The Monochrome Set,"","",""
ARM6U4Q1187B99ACBB,The Whitlams,"","",""
AR5L6LN1187B9B573C,Silkworm,"Missoula, MT",46.87278,-113.99623
ARCNIA01187FB3D245,Dirty Pretty Things,"","",""
ARERBR41187FB3A415,Spearmint,"","",""
ARKZAYA1187FB56F00,Bombay Bicycle Club,"","",""
AR4JX301187B9B63C5,Eppu Normaali,"","",""
AR6H5611187FB39C78,Niccolò Fabi,"","",""
ARH8VT91187FB49CA2,The Exciters,"Lyon, FR",45.7594,4.82897
AR0YJK01187B98DF25,Michael Jones,Arkansas,34.7519,-92.13055
ARWEFTK1257509DE19,Brilliant Colors,"","",""
ARMAHWJ1187FB3C8B1,Patrick Fiori,"","",""
ARNVM131187B990D2B,themselves,Oakland CA,"",""
ARCDGXP1187B994E2C,Hird,"","",""
ARI3Y441187FB4B921,The Dils,"","",""
ARBX1FQ1187FB42BD5,Ashbury Heights,"","",""
AR4C6V01187FB3BAF4,Moonspell,Portugal,39.55792,-7.84481
AR3FOK11187FB3F4EE,Seven Mary Three,"","",""
ARDGAO91187B989156,SECRET SPHERE,"","",""
ARBU0111187FB39893,KJ Sawka,"","",""
ARDBU8W1187FB43817,Brian Culbertson,"","",""
AR9O7EU1187B9B62B6,Dev/Null,"","",""
ARPTKO21187B98D5FF,Dynamic Syncopation,"","",""
AR3752L1187FB4B67E,The Real Kids,"","",""
ARPOSQ21187B990EF8,Anthony Evans,"","",""
ARMX1AT1187FB3C326,Sezen Aksu,Turkey,38.95774,35.4317
ARWSKTB1241B9CA649,Escuela De La Calle,"","",""
AR4J8B41187FB3D170,Ninety Pound Wuss,"","",""
AR9GM1X1187B9A73F5,Electrosoul System,"","",""
ARY28X71187B9A5D66,Milton,New York,"",""
ARJJ8I01187FB4CE98,Joselito,Jaen,37.76509,-3.79068
AR9LL8U1187B9A4D49,Sense Field,"","",""
ARAODJH1187B990CEE,Terrell,Pennsylvania,"",""
ARRB71R1187FB5751C,Bonobo,California - LA,"",""
AR07T2W1187B99047F,Babado Novo,"","",""
ARXYZPO1187B98EF4E,Magic Affair,"","",""
ARNTMYN1187FB527DC,Belly,"Jenin, Palestine","",""
ARWWPKQ11F4C83D8E2,Baby Rasta & Gringo,"","",""
AR5WITP1187B99016F,Roadside Monument,"","",""
ARY0W1O1187FB5B8C0,H-Town,Houston,29.76045,-95.36978
ARXT81I1187B9B9A27,Avantasia,"","",""
ARMSL551187FB3F4B0,K's Choice,"","",""
ARY5U6T1187FB5AE47,Los Piratas,"","",""
ARSK1IB1187B996850,Cali Agents,"","",""
AR0W7561187FB57131,Armin van Buuren,"","",""
ARVBRGZ1187FB4675A,Gwen Stefani,"","",""
ARAIJE71187FB5AF69,Children 18:3,"","",""
ARCAKI81187B9B60AD,Thomas Fersen,"","",""
ARLL3JT1187FB5C501,Overnoise,Berlín,"",""
ARYO4YF1187FB4D827,Eric Bachmann,"","",""
ARI1TQK1187B9A5644,Cazals,"","",""
ARELYLN1241B9CDE6F,Squares On Both Sides,"","",""
AR7SC9F1187B98B064,Moxy Fruvous,"","",""
ARQ3I051187FB42DD5,Damn Arms,BE,"",""
ARY3EUK1187B98F73E,New Trolls,Genova,"",""
ARBZ19X1187B9ABB24,Low,"Duluth, MN",46.78796,-92.09985
ARUQP2F1187B99AF16,Pikku G,"","",""
ARWSCEB1187B992364,Praga Khan,"","",""
ARJUAVB1187B9B5053,Milczenie Owiec,"","",""
ARMW20I1187B9A01CB,Diary of Dreams,"","",""
AROENEQ11F4C8451B1,The Lord Henry,Texas,"",""
ARL325Q1187B99773A,The Harvey Girls,"","",""
ARRSXHN1278BAD54E4,The Q4,"","",""
ARSX5FC1187B98E1C1,O.S.I.,"","",""
ARPED011187FB3F1AE,Wohnout,Praha,50.07908,14.43322
ARTRZBZ1187FB5698A,Tarrus Riley,"","",""
ARGGYXW125FEF32526,Justin Faust,"","",""
AR9OGG71187FB40520,Teitur,"","",""
ARGUYNJ11C8A41506B,TYGA,"Compton, CA","",""
ARVGCRM11F50C496F4,Blufeld,"","",""
AR0Z2F41187B9B2E1F,Terminal Choice,"","",""
AR5LMPY1187FB573FE,Chaka Khan_ Rufus,"","",""
AREB3HW1187FB54E90,The Observers,"","",""
ARVYQJV1187B9B1CD3,Sven Vaeth,"","",""
ARGWWJ1119B866816E,The Johnstones,"","",""
ARR8OF51187B98B4F8,Rivera Rotation,"","",""
AR8MLM91187FB4B452,Hello Stranger,"","",""
ARBXYRQ1187B99C478,David Mann,"","",""
AR4SHCP1187FB3AEB8,Steve Angello,"","",""
ARBMAID1269FCCDE76,21 Hertz,"","",""
ARD3ICK1187B9A56C9,Jimmy Riley,"","",""
AR1PIW21187B9A18D0,Ney Matogrosso,"","",""
AR1OC1T1187B9AA161,XDisciplex A.D.,"","",""
ARIRXX31187FB43AC8,Erik Truffaz,"","",""
ARRI6TR1187FB378F0,Deepspace 5,"","",""
ARM9UI31187B99D115,DJ Food,"","",""
AR397IV1187B993878,Sweet Coffee,"","",""
AR0O6071187B99CF9D,Dead Man Ray,"","",""
ARCB10N1187B9AEB2F,Kathryn Williams,"","",""
ARZH3SW1187B98C96E,Onyx,"","",""
ARCBQCA11C8A42B4F5,Go:Audio,"","",""
ARTQBG41187B99D524,Exillon,"","",""
ARM2L4M1187B9B5F51,FreQ Nasty,"","",""
ARTXFSU1187B9A3973,Goteki,"","",""
ARY4KF61187B9A6EBA,Mux Mool,"","",""
ARUKTRJ1187B99EE38,Baby Ranks,"","",""
ARU5SFN1187B992968,Pavel Dobes,"","",""
ARO7U351187B98F59F,Mundy,"","",""
ART05P21187B998012,C-P-C,"","",""
ARPQJ561187FB5CEEE,Qntal,"","",""
ARVWN671187B99E4A2,Oxymoron,"","",""
ARBF2EW1187B99EACF,Rasputina,NY - New York City,40.71455,-74.00712
ARCV7V11187FB392A2,The Railway Children,"Wigan, Lancashire, England",53.86121,-2.56483
ARFTY461187B9B6ED9,Barclay James Harvest,"Oldham, England",53.54031,-2.11233
ARQOG1Y1187B99BF80,The Far East Movement featuring Lil Rob and Baby Bash,California - LA,"",""
ARYS3391187FB49C89,Alice Coltrane / The Sai Anantam Ashram Singers,"Detroit, MI",42.33168,-83.04792
ARC7AWQ1187FB56503,Blood Brothers,"Seattle, Washington",47.60356,-122.32944
ARE4C3K1187B98944A,8stops7,Prauge Czech Republic,49.80388,15.47491
AR1E4V11187B99F400,Telecast,California - LA,34.05349,-118.24532
AR4FBUO1187B9B6072,Celtic Woman,"Dublin, Ireland",53.34376,-6.24953
ARAADXM1187FB3ECDB,Styles Of Beyond feat. Four Zone,"Woodland Hills, CA",34.1688,-118.61092
ARBPDMG1187B993E52,Carmen Miranda,"Marco de Canavezes, Portugal","",""
ARJRB241187FB556A3,Calvin Harris,"Dumfries, Scotland, United Kingdom","",""
AR0OQPL1187B9B549A,Kirk Franklin,"CATHEDRAL CITY, California","",""
ARQALRL11F4C845BDC,Cold World Hustlers featuring Total Devastation,"","",""
ARGVYYD11C8A416342,DJ Muggs & Planet Asia feat. Sick Jacken,"","",""
ARLQWNC1187FB47425,Maps,"Northampton, England",52.23974,-0.88576
AR67P7X1187B9AEB45,The Teardrop Explodes,"Liverpool, England","",""
AR7QE9M1187B9B07C1,The Levellers,"Brighton, England",50.82821,-0.13449
AR5JIDM1187B9B3923,The Knights of the New Crusade,"","",""
ARBNL6D1187B9A147E,The Black Halos,"Vancouver, British Columbia, Cana",49.26044,-123.11403
ART4MB31187FB4C838,Thomas Leer,UK - England - South West,52.88356,-1.97406
AR5NYWW1187B993C1A,Chavela Vargas,"Guerrero, Mexico",28.55019,-107.48486
ARTTAXP123E29C2168,Volcano Choir,"Eau Claire, Madison, Milwukee, WI",44.81651,-91.50123
AROUUTS1187FB36EF9,As Hope Dies,"Orange County, CA",33.6671,-117.76505
ARGD0RX1187FB4328D,Jennifer OConnor,NY - New York City,40.71455,-74.00712
ARPSDIM1187FB5A5AA,Rinôçérôse / Luke Paterson,"","",""
ARVLKTR1187FB3DDDD,The Disco Biscuits,Pennsylvania,"",""
ARYAP0O1187B9977E5,Ronnie Spector,"Spanish Harlem, New York, NY",40.79195,-73.94512
ARUIO0J1187FB3D7D7,Mest,"Chicago, IL","",""
ARQV5DS1187B9B23FF,The Court & Spark,"San Francisco, CA",37.77916,-122.42005
ARBM4TC1187FB5CE98,Natalie Cole,"Los Angeles, CA","",""
ARWN59G1187B9AD7E4,Hank Marvin,"Newcastle, Yorkshire, England",53.93063,-1.20788
ARJOH8M1187B991C62,Morgana King,"Pleasantville, NY",41.13436,-73.79169
ARMZC8L1187B9A52CB,Blind Mr. Jones,"Marlow, England",51.57306,-0.77619
AR60ODO1187FB4D9AB,Joan Baez,"Staten Island, NY",40.5725,-74.154
AR19GQN1187FB3ACF5,The Bucketheads,"New York, NY",40.71455,-74.00712
ARQDQ231187B9AC20D,Billy Childish/Dan Melchior,"Chatham, England",51.38071,0.51323
AR67LN11187FB569FB,Guerilla Black,"UMATILLA, Oregon","",""
ARQXC7V1187FB4DA9E,DAVE MATTHEWS BAND,"Charlottesville, VA","",""
ARJ3TH41187FB4CF2E,Ali & Gipp / Tamala Jones / Kyjuan,"London, England","",""
ARNPPTH1187B9AD429,Jimmy Page,"Heston, Middlesex, England",51.4855,-0.37196
AR8WHEJ1187B98CDCA,Dee Clark,"Blythesville, AR",34.7519,-92.13055
AR02T3I1187FB4D0E5,Aberfeldy,"Edinburgh, Scotland","",""
AREFNKX1187B991576,Dan Zanes,NY - New York City,40.71455,-74.00712
AR0V36F1187FB366B1,The Chieftains,Ireland,53.41961,-8.24055
ARFJFNC1187FB5ABA7,Brett Dennen,California - LA,37.7684,-120.84822
AR5KNJX1187FB38C17,Comeback Kid,"Winnipeg, MB","",""
ARTDQRC1187FB4EFD4,Black Eyed Peas / Terry Dexter,"Los Angeles, CA","",""
ARQDQ231187B9AC20D,Billy Childish,"Chatham, England",51.38071,0.51323
ARTDQRC1187FB4EFD4,Black Eyed Peas,"Los Angeles, CA","",""
ARX9L381187B9B7265,Mac McAnally,"Belmont, MS","",""
AR43CY21187B9A6C07,Florence Valentin,"","",""
ARKDAAQ1187FB4225E,Venice is Sinking,"Athens, GA",33.95813,-83.37325
AR3WOLA1187B991552,El Chojin,"","",""
ARBDJHO1252CCFA6FC,The Band of HM Royal Marines,"","",""
ARPRZRB1187B9A3F5A,Johnny Alf,"","",""
ARB91LI1187B9B0D97,People In Planes,"Cardiff, Wales",51.48126,-3.18067
AR3WF2X1187B9AE496,The Promise Ring,"Milwaukee, WI",43.04181,-87.90684
ARJB8QW1187B9B059E,Blessed By a Broken Heart,UK,"",""
ARU9LLJ1187B9B8AB2,Ashlee Simpson,"Waco, TX",31.57182,-97.1495
ARVVTFH122CC3B1D54,Street Pharmacy,CANADA - Ontario,49.38426,-84.75627
ARZSTRV1187B9978C8,Nakatomi Plaza,"New York, NY",40.71455,-74.00712
ARV3Q7L1187B98A3A5,Chenoa,Great Britain / UK,"",""
AR7W1VU1187B9A221F,P.M._ SupaStarr_ Stage McCloud & DJ Kool,"","",""
ARSTA431187B9A3599,Dennis Brown,"Kingston, Jamaica",18.01571,-76.79731
ARPFUS91187FB43B30,Afterlife,Arkansas,34.7519,-92.13055
ARS54I31187FB46721,Taylor Swift,"Wyomissing, PA","",""
ARTMCRK1187FB51EA2,Joe Gibbs & The Professionals,"","",""
ARZ1IDQ1187B9A9ECC,Wet Confetti,"Portland, OR",45.51179,-122.67563
ARXWW7N1187B9ACFED,Born To Lose,United States,31.1689,-100.07715
ARUD59X1187FB47DBD,Dog Day,"Halifax, NS, Canada",44.64616,-63.57392
ARKSLFG1187B99DADD,The Keys,UK,54.31407,-2.23001
ARA0JEL1187B998FA3,Dub Wiser,"Vancouver, BC, Canada",49.26044,-123.11403
ARVZWQ31187B9B8946,Liars,LA / NYC,34.05349,-118.24532
ART7VD01187FB4C12A,The Agony Scene,"","",""
