artist_id,name,location,latitude,longitude
ARV16Y31187B9B14E7,Johnny Thunders,"Leesburg, FL",28.8111,-81.87728
ARUKSNL1187FB4C5ED,Jimmy Needham,"Houston, Texas",29.76045,-95.36978
ARS8O1D1187FB462D4,Lale Andersen,"","",""
AR3Q98N1187B9B914E,Flaco Jimenez,"San Antonio, TX",29.42449,-98.49462
ARBW1J61187B9B8B54,Lucero,"Mexico City, Mexico","",""
ARNYT0Q1187FB3A983,Etienne De Crécy,"","",""
ARJ0X961187FB43600,Young Widows,"Louisville, KY",38.25486,-85.7664
ARWW72J119B8669716,Looptroop Rockers,Västerås,"",""
AR4WHYC1187B9896E7,A Tribe Called Quest,"Queens, NY","",""
ARZKBQ01187B98E3A5,Inkubus Sukkubus,"","",""
AR05UYB1187B99B90F,General Electrics,"Paris, France",48.85692,2.34121
AR0DCAJ1187FB4D1A5,16 Horsepower,"Denver, CO","",""
ARR5OID1187FB360E9,Nicolette Larson,"Helena, MT",46.58976,-112.0212
ART2Y071187FB474B2,Robin Guthrie and Harold Budd,"","",""
ARZSTRV1187B9978C8,Nakatomi Plaza,"New York, NY",40.71455,-74.00712
AR7TTCH1187FB3F95C,Leon Russell,"Lawton, OK",34.60515,-98.38983
ARH8VT91187FB49CA2,The Exciters,"Lyon, FR",45.7594,4.82897
ARORX9K1187FB3DC3F,White Lion,Minnetonka Minnesota USA,44.93944,-93.46787
AR6VKXV1187B98E98E,King's X,"Springfield, MO",37.20897,-93.29156
ARENMIP1187FB5638D,Robbie Williams,UK,54.31407,-2.23001
ARVVTFH122CC3B1D54,Street Pharmacy,CANADA - Ontario,49.38426,-84.75627
AR61UI91187B991537,Young Bleed,Lousiana,30.9742,-91.52382
ARV3Q7L1187B98A3A5,Chenoa,Great Britain / UK,"",""
ARKQPMP1187FB520BF,Shane MacGowan And The Popes,"","",""
AR1IJ1Z11C8A41500D,Flo Rida,Minnesota,"",""
ARFO6G21187FB3E64C,Annet Artani,"","",""
ARUHT3M1187FB44FB4,Delirious,Connecticut,41.51776,-72.75753
ARGHKIC1187FB4A10E,I-20 Featuring Juvenile,"Decatur, GA","",""
ARBEOHF1187B9B044D,Madonna,"Bay City, MI","",""
ARD2NDU1187B99B615,Dropkick Murphys,"Boston, MA","",""
ARSWXNX1187FB3D04E,Chango Spasiuk,Argentina,-37.0907,-63.58481
ARZA1DU1187FB4B5CE,General Midi,"Bristol/London, UK",51.45366,-2.59143
