artist_id,name,location,latitude,longitude
ARAQMES1187FB4D46A,Benzino / K.T. / Prince / Smoke / Luv' / Weirdo / O.T.,"I AM DA BEAN!!! YIMEAN!!! 3S4LIF3!!!!, Florida",28.64334,-81.23258
ARHOSMU1242078130D,All Leather,"","",""
ARFM2581187FB3BCC1,Buck Owens,"Sherman, TX",33.63604,-96.60916
ARLRWBW1242077EB29,Mikhail Pletnev,"","",""
ARHRIPD1187FB4FBED,Does It Offend You_ Yeah?,READING/LONDON,51.45238,-0.99603
AR8CZ1U1187FB4CED1,The Be Good Tanyas,"Vancouver, British Columbia, Cana",49.26044,-123.11403
AR2ECE01187B99B17C,Lucerin Blue,"Goderich, Ontario, Canada",43.74264,-81.70776
ARBS1OC1187FB44CAF,T.I.,"Atlanta, GA","",""
ARFG12O1187B9AF5D6,Freddie Jackson,"Harlem, New York City, NY",40.8079,-73.9454
AR2DGPY1187FB4CECF,The Beach Boys,"Hawthorne, CA","",""
ARZ5VKP1187FB3BB2F,Sister Sledge,"North Philadelphia, PA",40.0084,-75.15294
ARPJGSR1187FB5A4E7,Upsilon Acrux,"los angeles, ca",34.05349,-118.24532
ARKAZB11187B996418,Sinai Beach,"Riverside, California",33.98163,-117.37388
AR0UCOW1187B9AD637,Mick Jagger,"Dartford, Kent, England",51.44613,0.22581
ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble,"Dallas, TX",32.77815,-96.7954
ARSZGJL1187B9933A6,Cilla Black,"Liverpool, England",53.40977,-2.97848
ARUNAM11187B98B490,Broken Social Scene Presents: Brendan Canning,Toronto ON,"",""
ART9PG31187B992A92,Lord Tanamo with Dr. Ring-Ding & The Senior Allstars,"","",""
ARTA0II1187B9AD97D,The New Mastersounds,Great Britain / UK,"",""
ART6IXF1187B9A9748,The Red Hot Valentines,"Champaign, IL",40.1142,-88.2435
ARMS3AC1187B9936B0,The Mediaeval Baebes,UK - England - London,51.50632,-0.12714
ARTB3OO1187FB49BDA,Elton John,"Pinner, Middlesex, England",51.59094,-0.38049
AR5MDTR1187FB38653,The Academy Is...,"Hoffman Estates, IL","",""
ARM4J201187B9B8B3B,Gustavo A. Santaolalla,"Buenos Aires, Argentina",-34.60852,-58.37354
ARBRL2P1187B9AF9E4,The Lucksmiths,Australia,-24.9162,133.39311
ARMO9Q71187B9A6B25,Duke Robillard,"Woonsocket, RI",42.003,-71.51346
ARDB9J71187FB4AB8B,James Yorkston,"Kingsbarns, Fife, Scotland",56.29936,-2.65978
AR714KG1187FB58FCB,Engelbert Humperdinck,"Madras, India",13.05939,80.24567
ARR2OEQ1187B9A4835,Serena Ryder,"Millbrook, Ontario, Canada",44.15065,-78.44804
AR9BWXS11C8A422A95,Lee Perry,"St. Mary's, Jamaica",18.11526,-77.27348
ARDW9P51187B9A9B0B,Soweto Gospel Choir,"Soweto, South Africa",-26.24875,27.84378
AR5Q8K21187B9B4E37,Daniel Powter,"Vernon, British Columbia, Canada",50.26568,-119.2738
ARQLVNE1187B9892EB,Bigod 20,"Brussels, Belgium",50.84838,4.34968
ARMTXSP1187B990581,Sheila Walsh,"","",""
ARRWAD71187FB3FE44,Martha Wainwright,NY - New York City,40.71455,-74.00712
AR03ESE1187B992BC5,Bon Voyage,"","",""
AR3VK5C1187B989C63,Grade 8,"Los Angeles, CA",34.05349,-118.24532
ARJWKMA1187B9A9D11,Lisa Germano,"Mishawaka, IN",41.66017,-86.17258
AR5P2UW1187FB3C1B6,Judy Collins,"Seattle, WA",47.60356,-122.32944
ARDWUDB1187B992CD0,Sergio Cammariere,"Crotone, Italy",39.0812,17.1229
ARIU7E71187B9A969C,Chick Corea / John McLaughlin,"","",""
ARKC83D1187B9AB367,Gaither Vocal Band,"","",""
AR5WQB41187B9914C1,The Wrens,southern new jersey,40.14323,-74.72671
ARQDONM1187B9BA1AD,Little Jr. Parker,"Clarksdale, MS",34.19451,-90.5651
ARGEZ5E1187FB56F38,Audio Adrenaline,"","",""
ARTVUER1187FB3905B,Juvenile,"New Orleans, LA","",""
ARFBLWI1187B99E16F,Kids In The Way,"Noblesville, IN",40.04514,-86.01223
ARLO5L61187B9B26F4,Robert Glasper,"Houston, TX",29.76045,-95.36978
AR4W5RM1187FB41404,SAMULI PUTRO,"","",""
AREIZH41187B9A108D,Joan Osborne,"Anchorage, KY",38.26443,-85.53877
ARK9W051187FB4B783,Zombina & The Skeletones,"","",""
ARGQ8LV1187FB5CF08,Harold Melvin & The Blue Notes,"","",""
ARYMCJZ1187FB513DA,Of Montreal,Sunlandia,"",""
ARDQK7V1187B9A24F3,Shawn McDonald,"","",""
AR78HH21187B9B84D1,Nicolas Repac,"","",""
ARML3X41187FB35F2E,Jason Mraz,"","",""
ARF4L041187FB4D318,Tom Petty,"","",""
