artist_id,name,location,latitude,longitude
ARER3QP1187B9A8DC4,Chris Tomlin,"Grand Saline, TX","",""
ART62WC1187FB47E80,The Game feat. Jim Jones Camron & Bezell,New Mexico,"",""
ARCA4IN1187B9B338B,Django Reinhardt;Stéphane Grappelli;Quintette Du Hot Club de France,"Liberchies, Belgium",50.51444,4.42508
AROF8OV1187FB55B85,Pelle Carlberg,Sweden,62.19845,17.55142
ARQSMUR1187FB48604,George Braith,"New York, NY [The Bronx]",40.85715,-73.85678
ARHTAPO1187FB5AADE,Iron Maiden,"Leyton, East End de Londres","",""
ARU75JD1187FB38B79,John Fahey,"Takoma Park, MD","",""
ARMB9SV1187B99CFF9,The Last Electro-Acoustic Space Jazz & Percussion Ensemble,"","",""
ARSMEBG1187FB4D02B,Kevin Ayers,"Herne Bay, Kent, England",51.37121,1.1251
ARZDZR21187B99C78C,The Swinging Blue Jeans,"Liverpool, England",53.40977,-2.97848
ARKYI5T1187B99334F,Janet Paschal/Charlotte Ritchie/David Phelps,North Carolina,35.21962,-80.01955
AR049S81187B9AE8A5,The Human League,"Sheffield, Yorkshire, England",53.38311,-1.46454
AROKM9B1187B994175,Electrocute (featuring Paul Pm),"Berlin, Germany","",""
AROCP781187B98E2A3,Nikki Fletcher / Tim Hughes / Various Artists,CANADA - Ontario,49.38426,-84.75627
ARDW1CO1187B9AD318,They Might Be Giants,NY - Long Island,"",""
AR7OX411187B9B1FDE,Project Pitchfork,"Hamburg, Germany","",""
AR7KPL81187B99A5CF,Richard Smallwood,"Atlanta, GA","",""
ARF6C551187FB40741,Andy Williams; Conducted by Robert Mersey,"Wall Lake, Iowa",42.27485,-95.0906
ARCLJQZ11E2835CE37,Alvin Youngblood Hart,"Oakland, CA",37.80506,-122.27302
AR94SFV1187FB4DA2C,Better Than Ezra,"GREEN BAY, Wisconsin",44.51279,-88.01016
AR8JO2B1187B98EBB6,Leftöver Crack,"New York City, NY, USA","",""
AR6SX9L1187FB4A9A6,None More Black,"Philadelphia, Pennsylvania",39.95227,-75.16237
ARC2NOM1187FB426C6,William Fitzsimmons,"Jacksonville, IL","",""
AR8LSL9119B8669B28,Semi Precious Weapons,"Brooklyn, NYC","",""
ARS7F8J1187B9AFE31,Vanessa-Mae,Singapore,1.36558,103.82771
ARWILYB1187FB37DFE,Bananarama,"London, England","",""
ARD9T1Q1187B9A65F0,Claudio Abbado,"Milan, Italy",45.46894,9.18103
ARQKYIJ1187FB44AD0,Quantic,Cali COLOMBIA,"",""
ARLN1DG1187FB4F846,Crystal,USA,37.16793,-95.84502
ARGU8CB1187FB471BE,Further Seems Forever,"Pompano Beach, FL",26.23145,-80.12522
ARVV1CI1187B9A5929,Morgan Page,"Burlington, Vermont",44.47592,-73.21323
ARN66LC1187B9A8E8B,Shadow Gallery,"Allentown, PA",40.60257,-75.4702
ARJXVSV1187B9A252F,Goldie Lookin Chain,"Newport, U.K.","",""
ARA0JEL1187B998FA3,Zumpano,"Vancouver, BC, Canada",49.26044,-123.11403
ARI0PUX1187FB3F215,Maxi Priest,Great Britain / UK,54.31392,-2.23218
AR5NYXT1187B995B73,Andre Nickatina,"805, California",37.27188,-119.27023
