artist_id,name,location,latitude,longitude
ARNU0OM1187FB3F14A,Larry Groce/Disneyland Children's Sing-Along Chorus,"Dallas, TX",32.77815,-96.7954
AR1T5VW1187B9B9586,Cobra Starship featuring V.I.P.,"New York, NY","",""
ARTAUG51187FB3E10D,William Daniels;David Vosburgh;Henry Le Clair;Eddie Sauter,"Fort Worth, TX",32.74863,-97.32925
ARGOGOZ1187B9AEAC6,BOMB THE MUSIC INDUSTRY,"Nassau County, NY",40.74641,-73.59565
ARNC7541187B9B6D3B,Reality Check,"Prattville, Alabama",32.46182,-86.4507
AR3NHIA1187B9AC99B,My Life With The Thrill Kill Kult,LOS ANGELES via CHICAGO,23.73606,-103.99279
ARNJ9M91187FB3906D,Charlie Hall,"Oklahoma City, OK","",""
ARUFTTR1187FB3A4B0,Newsboys,"Nashville, TN","",""
AR82DJK1187B991107,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,"Los Angeles, CA",34.05349,-118.24532
ARNNEAF1187FB5C737,The Network,"Daygo aka Da Sick-One-Nina, California",37.27188,-119.27023
ARPKATM1187B9B76E6,Hatebreed (int License),"New Haven, CT",41.30711,-72.92496
ARDK0551187FB5AC48,Blind Willie Johnson,"Marlin, TX",31.30627,-96.89774
ARJ8IIY1187B992734,Paint it Black,"Philadelphia, PA",39.95227,-75.16237
ARGEKDX1187FB3A5BF,Marcus Miller,"Brooklyn, NY",40.65507,-73.94888
AR7SVRP1187FB55875,Billy May & His Orchestra,"","",""
ARPMB2A1187FB4D306,Pat Benatar,"Brooklyn, NY",40.65507,-73.94888
ARWLV931187B9B0F5A,Evergreen Terrace,"Jacksonville, FL",30.33138,-81.6558
ARYPORX1187FB52FBD,Nickodemus,"New York, NY",40.71455,-74.00712
ARKQQZA12086C116FC,B.o.B,Washington DC,38.8991,-77.029
AR94EZ61187B990729,Can,"Cologne, Germany","",""
AR2OGF01187FB49409,Jon Lord,"Leicester, Leicestershire, Englan",52.63788,-1.14036
ARYLKRH1187B98AC77,Municipal Waste,"Richmond, Virginia (Estados Unidos)",37.5407,-77.43365
ARZ9HDR1187B99736C,Mary Mary featuring Bishop Kenneth C. Ulmer,"DADE CITY, Florida","",""
AR6OQMY1187FB485F2,Charlie Drake,"","",""
ARGSFKD119B866928A,A Rocket To The Moon,"Braintree, MA","",""
AR1BNKE1187FB4D03C,Agent Orange,"Fullerton, CA",33.87032,-117.9291
ARJFNSC1187B9939BD,Saint Etienne,"Croydon, Surrey, England",51.27172,-0.39535
ARCH7RE1187FB5B1B9,Red Stick Ramblers,"Lafayette/Baton Rouge, LA",30.22032,-92.01705
ARSXDJO1269FCD9405,Earl Anderza,"","",""
ARX16TQ1187B9899C9,Oysterhead,"New Orleans, LA",29.95369,-90.07771
ARMD3XX1187B9ACF84,Cypress Hill featuring Prodigy and Twin,"Los Angeles, CA","",""
ARZFPTE11F50C50FF8,Heavyweight Dub Champion,California - SF,37.77916,-122.42005
AROS7QJ1187B98C2A3,Brian Vander Ark,"Grand Rapids, MI",42.99671,-85.59012
ARA3YV11187B9A916A,Secret Machines,"Dallas, TX",32.77815,-96.7954
ARFFDZU1187FB50682,Alan Silvestri,"New York, NY",40.71455,-74.00712
ARKOP291187FB41271,Calogero,"Grenoble, France",45.19398,5.732
ARFHJR61187B9B7FA3,The Barron Knights,"Leighton Buzzard, England",51.92132,-0.65454
ARKIXC01187B992786,Dan Zanes & Friends Featuring Father Goose,"","",""
ARTMTWF1187B9B4AE9,Françoise Hardy,Ile-de-France,48.68081,2.50261
ARZHPKG1187FB4A298,Judee Sill,"Oakland, CA","",""
ARBILUQ122C86751EC,First Signs Of Frost,UK - England - South East,"",""
ARJUOMR1187B99432C,Jenna Mammina,California,37.27188,-119.27023
ARZ5MA11187FB4307E,The London Community Gospel Choir,Great Britain / UK,"",""
ARD5K161187B9AC784,Orbital,"Sevenoaks, United Kingdom",51.27562,0.17898
ARISGN51187FB55A45,Whiteroom feat. Amy Cooper,"Montreal, QC, Canada",45.51228,-73.55439
AR1BI4V1187B9937A9,Di-rect,United States,"",""
AROUKFV1187FB3CF2B,Sound Team,"Austin, TX",30.2676,-97.74298
ARV7VUX1187B9B8D1C,Rodney Crowell;Rosanne Cash,"Houston, TX","",""
ARQXM2T1187B98FF32,Sonny James,"Hackleburg, AL",34.27798,-87.82828
ARWAFBJ1187FB4F3CB,Clan Of Xymox,"Amsterdam, The Netherlands",52.37312,4.89319
AR58SJE1187B9A8E4C,J.B.Lenoir,"Monticello, MS",31.55379,-90.10785
ARI66OL1187B9AFA5B,Wilderness,"Baltimore, MD",39.29055,-76.6096
AR8QJHN1187FB3616E,Tord Gustavsen_ Harald Johnson_ Jarle Vespestad,"","",""
ARGEBE81187B9928F0,SFDK,"Seville, Spain",37.38769,-6.00181
ARZ5H0P1187B98A1DD,Snoop Dogg,"Long Beach, CA",33.76672,-118.1924
ARM2AV21187FB3DB65,17 Hippies,Fort Worth Texas USA,51.16418,10.45415
ARALUUG1187FB58696,Irma Thomas,"Ponchatoula, LA",30.43883,-90.44116
ARYF1YR1187FB5CC1E,Red Aunts,California,37.27188,-119.27023
ARBP9XU1187B994BB6,Albin De La Simone,"","",""
AR66PLO1187FB4C8E5,The Audition,"Chicago, Illinois",41.88415,-87.63241
ARKLKPE1187FB521B3,Holly Cole,"Halifax, Nova Scotia, Canada",44.64616,-63.57392
ARP061U1187FB4D572,Alphaville,"Berlin, Germany",52.51607,13.37698
ARS927Z1187B9ACA29,Robert Plant,"Birmingham, England","",""
ARRZFUG1187B98AD42,Ray Pillow,"Lynchburg, VA",37.41402,-79.14284
ARQDSSB122BCFCD54D,Rouge à Lèvres,"","",""
ARR3Y511187B9B2932,A Man Called Adam,"London, England",51.50632,-0.12714
AR08PJH1187FB3F359,Oliver Nelson,"St. Louis, MO",38.62774,-90.19951
ARY1LTC1187B9B1DC4,The Monkees,"Los Angeles, CA","",""
ARAFZMP1187B993497,Alaska Y Los Pegamoides,"","",""
ARZ9FGC1187B98B47D,The Zombies,"St. Albans, Herts, England","",""
ARIGJXJ1187FB496D6,Martin Carthy,Great Britain / UK,54.31392,-2.23218
AR1T75N1187B99A372,Dolorean,"Silverton, Oregon",45.00394,-122.78217
AR0CGJE1187FB3B1A5,American Eyes,"Agoura Hills, CA",34.14584,-118.77758
ARBUV6L1187B98B8A9,Turbonegro,"Oslo, Norway",59.91228,10.74998
ARWVF341187B9B55D8,The Waterboys,"London, England",51.50632,-0.12714
AR37E341187B989A3E,Wilshire,"GREENSBORO, North Carolina",36.06899,-79.7947
ARJZOEE11F4C83C864,Apollo 440,"Liverpool, England","",""
AR052WY1187FB55B1C,We The Kings,BRADENTON. FL,27.4955,-82.57807
AR6Y22I1187B9AF690,George Benson,"Pittsburgh, PA","",""
ARTX7TD1187FB58EED,Abe Vigoda,California - LA,34.05349,-118.24532
AR4LELF1187B9A3F1A,Rain Parade,"Los Angeles, CA",34.05349,-118.24532
ARJQ36L1187FB5546F,Noe Venable,California - SF,37.77916,-122.42005
ARHSO041187FB3D06D,Count Five,"San Jose, CA",37.33847,-121.88579
ARWAV5K1187B98C7B1,Go West,"","",""
AR6OJYP1187B9AE997,Jimmy Eat World,"Mesa, AZ",33.41704,-111.83146
AR8B79N1187B98FB4A,Chayanne,"Rio Piedras, Puerto Rico","",""
ARWIACA11E2835CEB2,The Undisputed Truth,"","",""
AR94ZOI1187FB46BDA,Willie Dixon,"Vicksburg, MS",32.35006,-90.88153
AR9788H1187B9A05D1,Outerspace,"Philadelphia, PA",39.95227,-75.16237
ARNMHWR11F4C83B384,Kingston Trio,"Palo Alto, CA",37.44466,-122.16079
AR7BGWD1187FB59CCB,Aretha Franklin,"Memphis, TN","",""
ARNW5721187FB38E9F,Eddie Rabbitt,"Brooklyn, NY",40.65507,-73.94888
AR71MIY1187B9BA0C3,Pantera,"","",""
ARWW0KV1187FB551A6,Linda Ronstadt,"Tucson, AZ",32.22155,-110.96975
ARNM2N51187B98BD93,John Brim,"Hopkinsville, KY",36.86727,-87.4877
ARHNWN11187B9A6C4F,Spires That in the Sunset Rise,"","",""
ARCSHVZ11C8A41575B,Take It Back!,"Fayetteville, AR",36.0632,-94.15791
ARJXWRS11E2835CB4D,ALO (Animal Liberation Orchestra),"","",""
AR07SOR1187FB46179,Goo Goo Dolls,"Buffalo, NY","",""
AR70XXH1187FB44B55,Jean-Louis Aubert,"Nantua, France",46.15178,5.60717
ARZ39UI1187B989289,Izzy Stradlin And The Ju Ju Hounds,"","",""
ARNRKDR1187FB5B1B2,The Bears,"Corsham, Wiltshire",51.431,-2.18983
ARFBTGU1187B9B8395,Ladytron,"","",""
ART9M7Z1187B9A03EF,Cock Sparrer,"","",""
ARK0VFZ1187FB4309B,Shirley Caesar,"DURHAM, North Carolina","",""
ARMYO7M1187B993DAF,Deadlock,California,37.27188,-119.27023
ARPYDQA11F4C83E331,Nancy Sinatra And Lee Hazlewood,"","",""
ARXLX5L1187FB47BED,Crazy Horse,"","",""
ARMTLGH1187FB4CF8C,The Aluminum Group,"","",""
AR8AYDW1187FB4BA8F,Denison Witmer,Philadelphia,39.95227,-75.16237
ARFBQPE1187FB55560,Enzo Avitabile,"","",""
ARNVMMG1187B98BFEB,Craig Chaquico,"","",""
AR87K371187FB5AA8E,Uriah Heep,"London, England","",""
ARYY9W41187B9B3FDD,Electrixx,berlin,52.51607,13.37698
AR22GNA1187B9AA754,Ochre,UK - England - North East,52.88356,-1.97406
AR8IDZK1187FB363F2,Jonezetta,"Clinton, MS",32.33765,-90.32943
AR9F71I1187FB46CAF,Gordon MacRae,"","",""
ARG73E11187B9AA10D,Big Boss Man,"","",""
ARZRUJ51187FB38051,Brilliant Red Lights,"","",""
ARPAZT21187B98C378,Tracie Spencer,"Waterloo, IA",42.4931,-92.34215
ARZCHLM1187FB495C3,Ray Barretto,"Brooklyn, NY","",""
ARNYE541187B98FAF4,Paul Burch & The WPA Ballclub,"","",""
ARJ7KQ31187FB45C3D,Marquess,"Hanover, Germany","",""
AR9YMEH1187FB4B8E3,Slim Gaillard,"Detroit, MI",42.33168,-83.04792
ARC1SV21187FB4CF26,Alkaline Trio,"Chicago, IL",41.88415,-87.63241
ARH3T591187B99EF9E,Clara Hill,"Berlin, Germany",52.51607,13.37698
ARFA2P91187B9B35F0,Westbam,Berlin,52.51607,13.37698
AR4TLW81187B99683D,Martin Sexton,"Syracuse, NY","",""
ARJ1BWM1187B9B117B,Embrace the End,"","",""
ARZXLZD11E2835CEA7,Jason Michael Carroll,"","",""
ARCVKG01187B9B3273,Flyleaf,"Belton, TX","",""
ARICWIL1187B9A869B,Canibus,"Philly, PA",39.95227,-75.16237
ARHAEXZ1187FB54F3C,N.E.R.D.,"","",""
ARTPL6J1187FB4D6FB,John Patitucci,"Brooklyn, NY",40.65507,-73.94888
ARTMZYW1187B9A7ECB,Hayes Carll,Houston TX,"",""
AR6J3X81187FB59A7B,Matisyahu,"Brooklyn, NY",40.65507,-73.94888
ARG7XSH1187FB49058,Blood Red Throne,"","",""
AR2331L1187FB491DA,Quique Gonzalez,"","",""
ARCZBX11187B9AD089,Suicide Commando,"","",""
ARQWOFC11F4C847A86,Motel Motel,NY - New York City,"",""
ARDNS031187B9924F0,Tim Wilson,Georgia,32.67828,-83.22295
ARBFU191187FB53281,David V,California - LA,34.05349,-118.24532
ARFPSLP1187B9A61B7,Bugge Wesseltoft / Sidsel Endresen,"","",""
AR80VP61187FB404B1,Ramon Zerano & Marc Korn,"","",""
AR6QDZ91187B9A8111,Udo Lindenberg,"","",""
ARII8WZ11C8A42B633,The Boxmasters,"","",""
ARFZNLS1187B9B10D8,Brian Bromberg,"","",""
ARCZU9D1187B9A7984,Bikstok Røgsystem,"","",""
ARTISIZ12454A38B89,HR / Long Beach Dub Allstars,"","",""
ARF5FI71187FB4B9AE,Tony Allen,"Lagos, Nigeria",6.43918,3.42348
ARO97WW1187B9B9D7C,Los Petersellers,"","",""
ARLTEE01187FB3AB74,Space Odyssey,"","",""
AR5T9FA1187FB3CCF4,Marc Live,"","",""
AREU81S1187FB4A745,Climax Blues Band,"","",""
AR212K21187FB45522,Ricchi E Poveri,"","",""
AR06A4I1187B98C660,Rotersand,"","",""
AR6QILA1187B98A966,Fermin Muguruza,"","",""
ART6RHH1187FB5B9AF,DJ Encore / Engelina,"","",""
ARBAN8S1187FB4D22F,Ben Folds Five,"","",""
AR0CARF1187FB47F54,Liane Foly,"","",""
ARKKZGP1187B99F0FF,Yael Naïm,FR,46.71067,1.71819
